Date,CODMBR,resid,upper_threshold,lower_threshold,trend_aware_flag
2022/2/17,402,0.223667128,26.73470551,-34.47955592,0
2022/2/18,399,0.085363806,28.80631724,-34.6495158,0
2022/2/19,406,11.74903487,33.31450841,-36.75193882,0
2022/2/20,359,-41.76625916,33.31450841,-36.75193882,1
2022/2/21,346,-38.60990427,37.52396599,-37.35323838,1
2022/2/22,355,-16.07205662,37.52396599,-37.35323838,0
2022/2/23,364,1.018433625,37.52396599,-37.35323838,0
2022/2/24,340,-16.43474393,37.52396599,-37.35323838,0
2022/2/25,347,-9.609600153,37.52396599,-37.35323838,0
2022/2/26,350,-8.353773909,37.52396599,-37.35323838,0
2022/2/27,387,15.9374248,37.52396599,-37.35323838,0
2022/2/28,375,9.712723252,33.10478588,-41.77241848,0
2022/3/1,367,3.382882132,33.10478588,-41.77241848,0
2022/3/2,351,-4.994791688,33.10478588,-41.77241848,0
2022/3/3,361,10.73357006,30.44425347,-39.11188607,0
2022/3/4,354,2.315263493,34.1167774,-32.07991015,0
2022/3/5,345,-5.691437361,33.08487206,-30.91660014,0
2022/3/6,353,-8.595407722,31.87287413,-29.70460221,0
2022/3/7,345,-11.31087162,30.45687567,-28.28860375,0
2022/3/8,366,7.298843234,30.45687567,-28.28860375,0
2022/3/9,352,2.28705473,30.45687567,-28.28860375,0
2022/3/10,341,-4.333816298,28.48334531,-27.3967235,0
2022/3/11,351,1.084135961,26.2420138,-25.35596622,0
2022/3/12,364,16.86003705,17.30303186,-23.18960937,0
2022/3/13,349,-6.888909408,20.6893444,-19.80329683,0
2022/3/14,353,3.358752207,20.6893444,-19.80329683,0
2022/3/15,360,7.81459847,19.1470524,-18.26100482,0
2022/3/16,346,-3.025126587,19.1470524,-18.26100482,0
2022/3/17,339,0.543310905,19.24733952,-18.16071771,0
2022/3/18,325,-22.98181828,19.24733952,-18.16071771,1
2022/3/19,334,-8.102608471,19.1470524,-18.26100482,0
2022/3/20,351,0.443023786,17.12000524,-20.28805198,0
2022/3/21,342,-2.943288757,17.12000524,-20.28805198,0
2022/3/22,338,-4.046936797,17.12000524,-20.28805198,0
2022/3/23,356,0.858647027,17.12000524,-20.28805198,0
2022/3/24,346,4.797192411,17.12000524,-20.28805198,0
2022/3/25,362,2.500697975,20.330474,-23.49852074,0
2022/3/26,351,-1.584023371,20.330474,-23.49852074,0
2022/3/27,374,10.48220935,20.5882317,-23.75627845,0
2022/3/28,354,-5.908844791,19.22896632,-25.11554383,0
2022/3/29,344,-6.089628536,20.5882317,-23.75627845,0
2022/3/30,323,-44.19434286,20.5882317,-23.75627845,1
2022/3/31,346,-6.862996933,20.5882317,-23.75627845,0
2022/4/1,385,12.74419547,24.84838366,-23.1310896,0
2022/4/2,374,8.119143829,25.85737977,-22.12209348,0
2022/4/3,366,-10.63501122,26.39672676,-21.5827465,0
2022/4/4,378,7.646520173,25.94502273,-22.20973644,0
2022/4/5,389,34.0397329,22.49335621,-25.66140295,1
2022/4/6,331,-39.18600105,25.94502273,-22.20973644,1
2022/4/7,315,-41.0519582,25.94502273,-22.20973644,1
2022/4/8,365,1.867643145,26.48436972,-21.67038945,0
2022/4/9,356,-3.473421557,26.48436972,-21.67038945,0
2022/4/10,370,3.085499768,26.48436972,-21.67038945,0
2022/4/11,361,2.406990133,26.5647921,-21.58996706,0
2022/4/12,344,2.502329599,26.5647921,-21.58996706,0
2022/4/13,354,2.487412522,26.48436972,-21.67038945,0
2022/4/14,339,-2.512540027,25.32661602,-20.51263575,0
2022/4/15,328,-7.878935226,24.78726903,-21.05198274,0
2022/4/16,385,46.80644352,24.78726903,-21.05198274,1
2022/4/17,346,3.014052056,25.32661602,-20.51263575,0
2022/4/18,334,4.146163923,25.32661602,-20.51263575,0
2022/4/19,317,-1.844774716,25.32661602,-20.51263575,0
2022/4/20,321,-7.105445074,25.40703841,-20.43221336,0
2022/4/21,341,18.52188177,25.32661602,-20.51263575,0
2022/4/22,366,54.69517991,24.51774199,-21.32150978,1
2022/4/23,313,-8.672023916,22.24878844,-24.79011165,0
2022/4/24,320,-1.629974768,22.24878844,-24.79011165,0
2022/4/25,298,-7.55128688,25.36797965,-24.65413955,0
2022/4/26,305,4.186462094,26.74902032,-23.5527881,0
2022/4/27,324,12.26872891,25.79870452,-24.5031039,0
2022/4/28,303,-11.29159778,26.57550508,-25.86166499,0
2022/4/29,298,-4.067411,24.94792343,-27.48924664,0
2022/4/30,338,18.5853491,27.54035167,-26.82651158,0
2022/5/1,315,1.598116108,27.83123194,-26.53563131,0
2022/5/2,295,-1.270661604,27.54035167,-26.82651158,0
2022/5/3,287,-7.29556467,24.94792343,-27.48924664,0
2022/5/4,301,0.356920046,26.57550508,-25.86166499,0
2022/5/5,317,11.15005623,25.79870452,-24.5031039,0
2022/5/6,304,8.698559018,25.65885991,-24.36325929,0
2022/5/7,314,0.647800312,25.36797965,-24.65413955,0
2022/5/8,287,-15.3764287,24.60222217,-25.41989703,0
2022/5/9,278,-3.906941414,24.60222217,-25.41989703,0
2022/5/10,286,12.94960915,25.36797965,-24.65413955,0
2022/5/11,276,5.290439578,24.60222217,-25.41989703,0
2022/5/12,282,-2.590741971,25.8097476,-26.62742246,0
2022/5/13,269,-6.957042231,25.8097476,-26.62742246,0
2022/5/14,294,8.846641041,26.7745942,-27.59226906,0
2022/5/15,285,10.19478484,26.7745942,-27.59226906,0
2022/5/16,256,-0.40883743,26.7745942,-27.59226906,0
2022/5/17,232,-9.686534847,26.7745942,-27.59226906,0
2022/5/18,222,-2.735799135,26.7745942,-27.59226906,0
2022/5/19,246,-6.252214932,26.79994238,-27.61761724,0
2022/5/20,249,15.00268704,26.79994238,-27.61761724,0
2022/5/21,235,-11.69419567,26.79994238,-27.61761724,0
2022/5/22,248,3.95766607,32.63919622,-34.22552857,0
2022/5/23,234,-0.793166175,32.63919622,-34.22552857,0
2022/5/24,210,-6.377716767,32.63919622,-34.22552857,0
2022/5/25,267,55.67191501,30.69656326,-36.16816153,1
2022/5/26,235,3.818511778,30.69656326,-36.16816153,0
2022/5/27,249,44.29604717,30.69656326,-36.16816153,1
2022/5/28,227,5.850105233,30.69656326,-36.16816153,0
2022/5/29,215,-4.559594629,32.30708891,-38.97789726,0
2022/5/30,163,-50.90803784,32.79660006,-34.38293241,1
2022/5/31,204,7.674131662,30.98214277,-36.1973897,0
2022/6/1,152,-39.76879719,32.79660006,-34.38293241,1
2022/6/2,150,-53.71992774,30.98214277,-36.1973897,1
2022/6/3,155,-9.200260653,30.25436206,-36.92517041,0
2022/6/4,178,-6.189420271,30.98214277,-36.1973897,0
2022/6/5,185,8.418756525,30.9694938,-36.18474073,0
2022/6/6,194,16.16225973,29.28586739,-35.95667574,0
2022/6/7,163,-5.176410715,29.28586739,-35.95667574,0
2022/6/8,166,-3.335404176,28.06167694,-37.1808662,0
2022/6/9,172,3.201004104,29.28586739,-35.95667574,0
2022/6/10,124,-2.607623464,29.28586739,-35.95667574,0
2022/6/11,150,-0.564014913,24.03247874,-30.70328709,0
2022/6/12,126,-15.01968188,23.47186747,-29.11984539,0
2022/6/13,138,-9.971266658,21.51826496,-26.73351188,0
2022/6/14,153,9.82924028,23.54922454,-24.67725436,0
2022/6/15,159,10.08339664,21.49843207,-22.62646189,0
2022/6/16,140,-7.361951644,20.79042664,-23.33446732,0
2022/6/17,152,35.27445796,20.79042664,-23.33446732,1
2022/6/18,103,-35.30080236,20.78048328,-23.32452396,1
2022/6/19,124,-2.823988961,20.78048328,-23.32452396,0
2022/6/20,128,-6.38222709,20.78048328,-23.32452396,0
2022/6/21,135,0.990265639,17.56633339,-20.11037407,0
2022/6/22,143,2.851938976,17.56633339,-20.11037407,0
2022/6/23,145,3.596538859,18.93773476,-16.95720348,0
2022/6/24,122,1.194671966,18.93773476,-16.95720348,0
2022/6/25,136,-1.272020338,18.93773476,-16.95720348,0
2022/6/26,124,-2.959341054,15.99000586,-18.53404653,0
2022/6/27,145,12.05954485,15.99000586,-18.53404653,0
2022/6/28,121,-10.84468331,15.99000586,-18.53404653,0
2022/6/29,130,-4.990732938,15.99000586,-18.53404653,0
2022/6/30,141,1.43598402,17.11007544,-17.41397696,0
2022/7/1,126,-1.961151082,18.25229184,-16.27176056,0
2022/7/2,143,7.034736186,17.11007544,-17.41397696,0
2022/7/3,139,9.859550247,18.68640297,-18.99030449,0
2022/7/4,121,-14.48187828,23.09003713,-23.39393865,0
2022/7/5,135,3.913790696,23.09003713,-23.39393865,0
2022/7/6,126,-7.450001665,31.2699338,-28.39796577,0
2022/7/7,134,-10.18932467,31.2699338,-28.39796577,0
2022/7/8,141,2.329193182,29.68199903,-29.98590054,0
2022/7/9,125,-19.27375558,29.84776866,-30.15167018,0
2022/7/10,143,-0.15195076,29.84776866,-30.15167018,0
2022/7/11,161,8.66260314,29.84776866,-30.15167018,0
2022/7/12,150,-2.753703884,29.84776866,-30.15167018,0
2022/7/13,162,9.58614714,29.84776866,-30.15167018,0
2022/7/14,168,3.299387616,29.84776866,-30.15167018,0
2022/7/15,171,13.45833784,30.80052506,-28.86737451,0
2022/7/16,163,6.6442963,30.80052506,-28.86737451,0
2022/7/17,145,-10.31895427,32.90287965,-28.24449328,0
2022/7/18,152,-11.18828672,34.43193483,-29.77354846,0
2022/7/19,158,-0.759221576,32.96592839,-28.18144454,0
2022/7/20,150,-3.758247435,31.51647782,-26.73199397,0
2022/7/21,178,13.27732811,31.51647782,-26.73199397,0
2022/7/22,147,-12.63258906,31.51647782,-26.73199397,0
2022/7/23,158,0.966575272,31.5068735,-26.72238964,0
2022/7/24,166,7.932237231,27.76562332,-25.83247278,0
2022/7/25,175,8.847852739,29.13365738,-29.09560576,0
2022/7/26,167,6.765236619,28.35667713,-29.87258601,0
2022/7/27,188,37.78042093,28.35667713,-29.87258601,1
2022/7/28,149,-9.115139886,29.13365738,-29.09560576,0
2022/7/29,151,2.392241927,29.13365738,-29.09560576,0
2022/7/30,132,-12.69428512,30.08120684,-28.1480563,0
2022/7/31,145,-0.75795444,31.17528671,-26.70158835,0
2022/8/1,157,5.764476188,25.93245444,-23.9993039,0
2022/8/2,143,-6.922032688,26.04953922,-21.57584087,0
2022/8/3,140,0.019025814,24.52100213,-20.04730377,0
2022/8/4,146,-2.441536741,22.00012917,-21.96207754,0
2022/8/5,145,-1.197092842,21.39801381,-21.35996218,0
2022/8/6,153,13.19172069,20.90089647,-21.85707951,0
2022/8/7,146,2.236849179,17.96456932,-19.01624984,0
2022/8/8,142,-0.525840259,18.01231806,-18.9685011,0
2022/8/9,152,9.07208201,17.96456932,-19.01624984,0
2022/8/10,161,29.25786906,17.96456932,-19.01624984,1
2022/8/11,136,-1.419342126,18.01231806,-18.9685011,0
2022/8/12,196,71.19602959,18.01231806,-18.9685011,1
2022/8/13,117,-0.478091519,18.5094354,-18.47138377,0
2022/8/14,113,-6.567911638,18.94121408,-18.03960508,0
2022/8/15,107,0.450804499,23.20881525,-20.43055137,0
2022/8/16,111,-7.404862816,23.20881525,-20.43055137,0
2022/8/17,108,-3.867001908,22.27048781,-21.36887881,0
2022/8/18,125,1.389131937,22.27048781,-21.36887881,0
2022/8/19,78,-34.72514669,22.27048781,-21.36887881,1
2022/8/20,103,-6.644896934,22.90557627,-23.86175931,0
2022/8/21,121,1.965301936,22.64518037,-24.42774512,0
2022/8/22,139,36.18416441,22.64518037,-24.42774512,1
2022/8/23,126,3.515115458,22.64518037,-24.42774512,0
2022/8/24,134,19.32076561,22.17357468,-24.89935081,0
2022/8/25,138,13.67465426,24.08445297,-26.8102291,0
2022/8/26,107,-0.891282374,22.92128209,-28.27898988,0
2022/8/27,102,-1.362888065,24.23724792,-26.96302405,0
2022/8/28,111,2.901044897,27.90935856,-29.69192331,0
2022/8/29,71,-13.92544015,27.90935856,-29.69192331,0
2022/8/30,93,-14.52891645,30.76594287,-26.835339,0
2022/8/31,87,-5.698082737,31.70168583,-25.89959604,0
2022/9/1,98,-3.228953811,31.70168583,-25.89959604,0
2022/9/2,103,3.708819825,31.70168583,-25.89959604,0
2022/9/3,95,-4.61919608,28.80029952,-28.80098236,0
2022/9/4,102,-7.248452265,27.90935856,-29.69192331,0
2022/9/5,92,-2.678853895,24.08445297,-26.8102291,0
2022/9/6,131,9.102616285,23.23038384,-27.66429823,0
2022/9/7,146,40.12953985,22.31843944,-26.75235383,1
2022/9/8,112,2.965862764,21.37538824,-25.80930264,0
2022/9/9,135,21.78789804,22.3924841,-24.79220678,0
2022/9/10,128,11.6228113,21.63467298,-24.03439566,0
2022/9/11,119,-0.00034142,20.5779394,-22.97766208,0
2022/9/12,126,18.60359173,20.3154755,-22.71519818,0
2022/9/13,118,-2.216957196,19.2094306,-22.74964686,0
2022/9/14,89,-4.790256271,18.24248766,-21.15132251,0
2022/9/15,70,-13.48629788,18.24248766,-21.15132251,0
2022/9/16,81,-5.94464008,18.49704375,-20.89676643,0
2022/9/17,92,-1.199861341,18.49704375,-20.89676643,0
2022/9/18,102,7.489972027,18.49704375,-20.89676643,0
2022/9/19,94,1.088328726,18.49704375,-20.89676643,0
2022/9/20,98,-6.700462197,18.49704375,-20.89676643,0
2022/9/21,82,-1.77010813,18.49704375,-20.89676643,0
2022/9/22,71,-5.358835803,18.24248766,-21.15132251,0
2022/9/23,75,-9.522229131,18.24248766,-21.15132251,0
2022/9/24,89,-1.454417426,18.49704375,-20.89676643,0
2022/9/25,97,-3.568622323,18.49704375,-20.89676643,0
2022/9/26,106,-0.028128658,19.66877643,-19.72503374,0
2022/9/27,131,14.01153384,20.78523381,-18.60857636,0
2022/9/28,107,7.64397636,20.78523381,-18.60857636,0
2022/9/29,159,68.69216433,22.86612946,-20.68947201,1
2022/9/30,157,57.73274889,22.80640567,-22.86266298,1
2022/10/1,162,74.10532617,22.80640567,-22.86266298,1
2022/10/2,78,-20.51028134,25.19998008,-20.46908857,1
2022/10/3,95,2.365445757,29.57977467,-24.84888315,0
2022/10/4,103,3.217645181,29.57977467,-24.84888315,0
2022/10/5,83,-9.143328358,30.43197409,-23.99668373,0
2022/10/6,94,6.682321981,31.27467719,-23.15398063,0
2022/10/7,102,4.224525293,31.4388542,-22.98980362,0
2022/10/8,73,-5.198488213,31.27467719,-23.15398063,0
2022/10/9,94,4.060348277,34.84657509,-28.41128472,0
2022/10/10,77,-6.593010647,39.19430141,-32.75901105,0
2022/10/11,85,-2.26046822,38.34210198,-33.61121047,0
2022/10/12,98,4.984266217,38.34210198,-33.61121047,0
2022/10/13,84,-9.931264802,36.28513224,-31.55424073,0
2022/10/14,75,-31.60080973,35.44671538,-32.39265759,0
2022/10/15,121,40.69456693,31.65921827,-36.18015471,1
2022/10/16,105,13.1514022,35.44671538,-32.39265759,0
2022/10/17,89,5.90974011,34.72680739,-33.11256558,0
2022/10/18,77,-8.00159205,31.65921827,-36.18015471,0
2022/10/19,95,-3.900225798,31.65921827,-36.18015471,0
2022/10/20,104,6.40593256,31.65921827,-36.18015471,0
2022/10/21,108,1.527028896,31.65921827,-36.18015471,0
2022/10/22,85,5.618731448,33.75890474,-34.08046823,0
2022/10/23,70,-13.82141427,32.41791946,-35.42145351,0
2022/10/24,47,-28.42288729,33.25707107,-33.57863456,0
2022/10/25,69,-9.343824055,31.60659126,-29.99234946,0
2022/10/26,102,10.36397658,23.97789921,-24.2994627,0
2022/10/27,97,0.807120901,22.4906105,-25.49414455,0
2022/10/28,69,-35.31950023,22.4906105,-25.49414455,1
2022/10/29,77,-6.103441834,23.83159578,-24.15315927,0
2022/10/30,83,-0.160781743,23.14126577,-23.46282925,0
2022/10/31,71,-9.127997438,22.83050561,-23.1520691,0
2022/11/1,103,14.8311928,21.61742426,-24.36515045,0
2022/11/2,97,-1.501767028,21.08645923,-23.83418543,0
2022/11/3,110,3.931066713,17.99386957,-18.31543305,0
2022/11/4,116,5.249675351,17.99386957,-18.31543305,0
2022/11/5,93,-2.346525078,17.35659194,-17.67815543,0
2022/11/6,89,-3.212683248,16.29936897,-17.30767937,0
2022/11/7,95,8.226214599,15.42966107,-18.17738727,0
2022/11/8,96,0.151626768,15.97389656,-17.63315179,0
2022/11/9,95,-1.373863098,15.33730445,-16.99655968,0
2022/11/10,103,0.478603168,15.33730445,-16.99655968,0
2022/11/11,98,-4.398600301,15.66277687,-16.67108727,0
2022/11/12,106,15.00205073,15.33730445,-16.99655968,0
2022/11/13,91,3.869110713,15.66277687,-16.67108727,0
2022/11/14,77,-8.532561419,15.66277687,-16.67108727,0
2022/11/15,86,-0.504155198,15.33730445,-16.99655968,0
2022/11/16,82,-2.411818794,15.33730445,-16.99655968,0
2022/11/17,83,-11.42694595,15.33730445,-16.99655968,0
2022/11/18,91,-0.829627616,15.33730445,-16.99655968,0
2022/11/19,86,-5.114272993,14.79306897,-17.54079517,0
2022/11/20,93,4.553970715,14.54670245,-19.06034589,0
2022/11/21,101,8.236669412,15.30910464,-19.82274808,0
2022/11/22,89,-2.25682172,16.73629874,-18.39555398,0
2022/11/23,92,2.417651395,16.73629874,-18.39555398,0
2022/11/24,107,5.84627709,16.73629874,-18.39555398,0
2022/11/25,92,-5.061075834,17.3250237,-18.98427893,0
2022/11/26,95,-5.334741023,17.3250237,-18.98427893,0
2022/11/27,89,-7.219440518,17.87235957,-19.5316148,0
2022/11/28,106,0.539389619,17.87235957,-19.5316148,0
2022/11/29,101,-4.247716205,17.70491119,-22.21855463,0
2022/11/30,98,-7.502685853,20.50112253,-19.42234329,0
2022/12/1,121,2.64808989,20.50112253,-19.42234329,0
2022/12/2,124,9.775713054,20.63029101,-19.55151177,0
2022/12/3,130,7.221577057,26.72331304,-21.89730492,0
2022/12/4,121,2.413004061,29.70707091,-24.88106279,0
2022/12/5,125,-3.919907007,29.70707091,-24.88106279,0
2022/12/6,132,3.763990213,29.70707091,-24.88106279,0
2022/12/7,127,-3.853878377,29.70707091,-24.88106279,0
2022/12/8,132,-5.530038774,29.70707091,-24.88106279,0
2022/12/9,124,-10.40668624,29.70707091,-24.88106279,0
2022/12/10,147,7.006821811,29.70707091,-24.88106279,0
2022/12/11,173,35.30995229,29.77511592,-24.81301777,1
2022/12/12,154,12.35158231,29.70707091,-24.88106279,0
2022/12/13,163,22.18104131,29.70707091,-24.88106279,0
2022/12/14,156,8.018861146,24.2993239,-30.28880979,0
2022/12/15,147,2.481049073,23.02084078,-29.01032667,0
2022/12/16,135,-4.471022069,19.88258193,-25.87206782,0
2022/12/17,125,-10.12302179,19.5746087,-26.18004105,0
2022/12/18,131,-3.337832812,19.5746087,-26.18004105,0
2022/12/19,126,-2.994742944,18.15034659,-24.75577894,0
2022/12/20,122,-4.237966805,18.45831982,-24.44780571,0
2022/12/21,145,7.700849018,18.45831982,-24.44780571,0
2022/12/22,132,-5.143752871,18.45831982,-24.44780571,0
2022/12/23,142,7.261042099,18.45831982,-24.44780571,0
2022/12/24,123,-6.38804672,17.00847768,-22.99796357,0
2022/12/25,135,-1.354124375,16.64205139,-22.63153728,0
2022/12/26,123,-7.505336667,13.76176576,-19.75125165,0
2022/12/27,128,-3.302716176,13.76176576,-19.75125165,0
2022/12/28,138,-12.96659615,15.40238433,-18.11063308,0
2022/12/29,125,-36.76700194,15.63180213,-17.88121529,1
2022/12/30,163,1.059889496,15.63180213,-17.88121529,0
2022/12/31,170,15.02871531,15.63180213,-17.88121529,0
2023/1/1,176,11.49919234,15.63180213,-17.88121529,0
2023/1/2,185,26.77564779,16.2176697,-17.29534771,1
2023/1/3,199,42.50289789,16.2176697,-17.29534771,1
2023/1/4,167,-0.319134041,19.09795533,-20.17563334,0
2023/1/5,181,2.87783999,19.09795533,-20.17563334,0
2023/1/6,165,-3.347961285,19.32761964,-19.96588772,0
2023/1/7,157,-0.538839006,20.70664317,-18.58686418,0
2023/1/8,160,-1.124706582,22.5767128,-20.45693381,0
2023/1/9,153,-2.756873498,23.051661,-20.93188201,0
2023/1/10,148,-3.064575315,21.67263746,-22.31090554,0
2023/1/11,167,12.82608892,21.67263746,-22.31090554,0
2023/1/12,174,6.943345166,22.63561693,-23.71329494,0
2023/1/13,162,11.15054144,24.56142153,-25.84098433,0
2023/1/14,121,-19.90573674,24.56142153,-25.84098433,0
2023/1/15,135,-0.639781398,25.73227869,-27.98169186,0
2023/1/16,140,5.829785887,26.56021565,-28.80962881,0
2023/1/17,131,2.459742949,26.56021565,-28.80962881,0
2023/1/18,115,-11.0318804,25.22328804,-28.49068251,0
2023/1/19,125,-11.21476742,23.30980547,-27.09260039,0
2023/1/20,112,-9.303132349,23.56750569,-26.83490017,0
2023/1/21,121,5.162407991,24.56142153,-25.84098433,0
2023/1/22,109,-1.633697239,24.56142153,-25.84098433,0
2023/1/23,113,-6.366395028,24.56142153,-25.84098433,0
2023/1/24,125,5.257109167,23.5226013,-26.78999578,0
2023/1/25,115,-5.648911274,23.13299523,-24.41255803,0
2023/1/26,137,7.401143796,24.05649694,-22.59222664,0
2023/1/27,120,-1.891397461,21.06929361,-24.33668809,0
2023/1/28,121,-4.048833468,21.06929361,-24.33668809,0
2023/1/29,108,-12.09329037,23.435126,-21.97085571,0
2023/1/30,136,9.834454537,23.435126,-21.97085571,0
2023/1/31,127,0.840153599,23.54314445,-21.86283725,0
2023/2/1,144,13.87290358,23.54314445,-21.86283725,0
2023/2/2,134,0.954092468,23.65708332,-21.74889838,0
2023/2/3,128,-3.025820454,23.65708332,-21.74889838,0
2023/2/4,135,3.726947162,22.02317915,-20.34287195,0
2023/2/5,127,0.732135146,22.02317915,-20.34287195,0
2023/2/6,118,-10.98403311,22.02317915,-20.34287195,0
2023/2/7,121,5.326354899,23.98501221,-22.07682727,0
2023/2/8,129,1.839452331,23.98501221,-22.07682727,0
2023/2/9,116,-6.040515553,23.98501221,-22.07682727,0
2023/2/10,132,6.50200052,23.98501221,-22.07682727,0
2023/2/11,125,2.482732112,25.69291237,-22.01400771,0
2023/2/12,131,9.085554002,25.69291237,-22.01400771,0
2023/2/13,81,-39.47206795,29.24961479,-25.57071012,1
2023/2/14,86,-15.98811694,29.24961479,-25.57071012,0
2023/2/15,95,-15.91149579,30.55765611,-26.87875145,0
2023/2/16,107,8.228781532,35.19468519,-30.22922097,0
2023/2/17,115,5.868320513,35.19468519,-30.22922097,0
2023/2/18,103,-6.829042339,34.74083121,-30.68307495,0
2023/2/19,106,-9.897584369,34.74083121,-30.68307495,0
2023/2/20,120,6.851935231,34.74083121,-30.68307495,0
2023/2/21,128,32.94321796,34.04104286,-31.3828633,0
2023/2/22,115,13.6524355,30.69157453,-34.73233163,0
2023/2/23,82,-14.37517031,30.53496092,-34.88894524,0
2023/2/24,97,-7.976848765,30.41276069,-34.76674501,0
2023/2/25,113,5.540816616,30.36587056,-34.40662766,0
2023/2/26,125,10.60901334,29.58140617,-33.62216327,0
2023/2/27,112,1.32908978,29.58140617,-33.62216327,0
2023/2/28,96,2.028878129,28.52716511,-32.56792221,0
2023/3/1,89,-9.123256384,31.25561624,-28.59743668,0
2023/3/2,79,-19.66633527,31.95540459,-27.89764833,0
2023/3/3,96,-2.02037855,30.70658041,-28.04840085,0
2023/3/4,103,-2.364659938,30.04030471,-28.71467654,0
2023/3/5,115,-2.176992159,30.04030471,-28.71467654,0
2023/3/6,108,-4.253914518,30.70658041,-28.04840085,0
2023/3/7,114,4.029882852,30.70658041,-28.04840085,0
2023/3/8,111,-5.450791551,29.26124321,-27.93561504,0
2023/3/9,133,8.481923722,25.78878323,-29.82954033,0
2023/3/10,122,6.807575501,24.37404394,-28.72802826,0
2023/3/11,129,6.829021417,24.37404394,-28.72802826,0
2023/3/12,137,4.284973629,24.53065755,-28.57141465,0
2023/3/13,124,0.662814084,25.12253845,-27.04887709,0
2023/3/14,112,-11.57987336,25.12253845,-27.04887709,0
2023/3/15,131,5.659293471,25.73851595,-25.66764044,0
2023/3/16,145,11.15946414,25.1852404,-25.1143649,0
2023/3/17,108,-4.788737437,25.81261673,-24.48698856,0
2023/3/18,105,-12.29844751,24.7683693,-23.44274113,0
2023/3/19,120,-6.081273965,24.51391436,-23.18828619,0
2023/3/20,114,-3.269372081,24.38511369,-23.31708686,0
2023/3/21,131,7.578810303,21.80975004,-21.73887454,0
2023/3/22,147,21.32974518,21.40844895,-21.33757344,0
2023/3/23,135,-0.963169317,20.72713476,-20.65625926,0
2023/3/24,113,-5.209766686,18.72627437,-19.6060399,0
2023/3/25,122,0.035437754,18.12842554,-19.00819107,0
2023/3/26,128,-2.737952033,14.79503865,-16.72137729,0
2023/3/27,127,6.543079333,14.48370079,-17.03271516,0
2023/3/28,133,1.532968414,14.69245684,-16.61879548,0
2023/3/29,126,-1.274507187,13.38704354,-14.26680907,0
2023/3/30,135,0.534013418,13.33761337,-13.26673786,0
2023/3/31,123,-0.439882766,13.83618903,-12.7681622,0
2023/4/1,127,4.172300558,13.83618903,-12.7681622,0
2023/4/2,135,5.495172,13.33761337,-13.26673786,0
2023/4/3,110,-7.417987335,13.83618903,-12.7681622,0
2023/4/4,128,-1.687691893,13.83618903,-12.7681622,0
2023/4/5,115,-1.982562024,13.83618903,-12.7681622,0
2023/4/6,122,-4.401407657,13.83618903,-12.7681622,0
2023/4/7,134,11.17680917,14.66518623,-15.54495176,0
