Date,CODMBR,raw,Diff1
2022/9/6,131,101.1428571,39
2022/9/7,146,109.5714286,15
2022/9/8,112,111.5714286,-34
2022/9/9,135,116.1428571,23
2022/9/10,128,120.8571429,-7
2022/9/11,119,123.2857143,-9
2022/9/12,126,128.1428571,7
2022/9/13,118,126.2857143,-8
2022/9/14,89,118.1428571,-29
2022/9/15,70,112.1428571,-19
2022/9/16,81,104.4285714,11
2022/9/17,92,99.28571429,11
2022/9/18,102,96.85714286,10
2022/9/19,94,92.28571429,-8
2022/9/20,98,89.42857143,4
2022/9/21,82,88.42857143,-16
2022/9/22,71,88.57142857,-11
2022/9/23,75,87.71428571,4
2022/9/24,89,87.28571429,14
2022/9/25,97,86.57142857,8
2022/9/26,106,88.28571429,9
2022/9/27,131,93,25
2022/9/28,107,96.57142857,-24
2022/9/29,159,109.1428571,52
2022/9/30,157,120.8571429,-2
2022/10/1,162,131.2857143,5
2022/10/2,78,128.5714286,-84
2022/10/3,95,127,17
2022/10/4,103,123,8
2022/10/5,83,119.5714286,-20
2022/10/6,94,110.2857143,11
2022/10/7,102,102.4285714,8
2022/10/8,73,89.71428571,-29
2022/10/9,94,92,21
2022/10/10,77,89.42857143,-17
2022/10/11,85,86.85714286,8
2022/10/12,98,89,13
2022/10/13,84,87.57142857,-14
2022/10/14,75,83.71428571,-9
2022/10/15,121,90.57142857,46
2022/10/16,105,92.14285714,-16
2022/10/17,89,93.85714286,-16
2022/10/18,77,92.71428571,-12
2022/10/19,95,92.28571429,18
2022/10/20,104,95.14285714,9
2022/10/21,108,99.85714286,4
2022/10/22,85,94.71428571,-23
2022/10/23,70,89.71428571,-15
2022/10/24,47,83.71428571,-23
2022/10/25,69,82.57142857,22
2022/10/26,102,83.57142857,33
2022/10/27,97,82.57142857,-5
2022/10/28,69,77,-28
2022/10/29,77,75.85714286,8
2022/10/30,83,77.71428571,6
2022/10/31,71,81.14285714,-12
2022/11/1,103,86,32
2022/11/2,97,85.28571429,-6
2022/11/3,110,87.14285714,13
2022/11/4,116,93.85714286,6
2022/11/5,93,96.14285714,-23
2022/11/6,89,97,-4
2022/11/7,95,100.4285714,6
2022/11/8,96,99.42857143,1
2022/11/9,95,99.14285714,-1
2022/11/10,103,98.14285714,8
2022/11/11,98,95.57142857,-5
2022/11/12,106,97.42857143,8
2022/11/13,91,97.71428571,-15
2022/11/14,77,95.14285714,-14
2022/11/15,86,93.71428571,9
2022/11/16,82,91.85714286,-4
2022/11/17,83,89,1
2022/11/18,91,88,8
2022/11/19,86,85.14285714,-5
2022/11/20,93,85.42857143,7
2022/11/21,101,88.85714286,8
2022/11/22,89,89.28571429,-12
2022/11/23,92,90.71428571,3
2022/11/24,107,94.14285714,15
2022/11/25,92,94.28571429,-15
2022/11/26,95,95.57142857,3
2022/11/27,89,95,-6
2022/11/28,106,95.71428571,17
2022/11/29,101,97.42857143,-5
2022/11/30,98,98.28571429,-3
2022/12/1,121,100.2857143,23
2022/12/2,124,104.8571429,3
2022/12/3,130,109.8571429,6
2022/12/4,121,114.4285714,-9
2022/12/5,125,117.1428571,4
2022/12/6,132,121.5714286,7
2022/12/7,127,125.7142857,-5
2022/12/8,132,127.2857143,5
2022/12/9,124,127.2857143,-8
2022/12/10,147,129.7142857,23
2022/12/11,173,137.1428571,26
2022/12/12,154,141.2857143,-19
2022/12/13,163,145.7142857,9
2022/12/14,156,149.8571429,-7
2022/12/15,147,152,-9
2022/12/16,135,153.5714286,-12
2022/12/17,125,150.4285714,-10
2022/12/18,131,144.4285714,6
2022/12/19,126,140.4285714,-5
2022/12/20,122,134.5714286,-4
2022/12/21,145,133,23
2022/12/22,132,130.8571429,-13
2022/12/23,142,131.8571429,10
2022/12/24,123,131.5714286,-19
2022/12/25,135,132.1428571,12
2022/12/26,123,131.7142857,-12
2022/12/27,128,132.5714286,5
2022/12/28,138,131.5714286,10
2022/12/29,125,130.5714286,-13
2022/12/30,163,133.5714286,38
2022/12/31,170,140.2857143,7
2023/1/1,176,146.1428571,6
2023/1/2,185,155,9
2023/1/3,199,165.1428571,14
2023/1/4,167,169.2857143,-32
2023/1/5,181,177.2857143,14
2023/1/6,165,177.5714286,-16
2023/1/7,157,175.7142857,-8
2023/1/8,160,173.4285714,3
2023/1/9,153,168.8571429,-7
2023/1/10,148,161.5714286,-5
2023/1/11,167,161.5714286,19
2023/1/12,174,160.5714286,7
2023/1/13,162,160.1428571,-12
2023/1/14,121,155,-41
2023/1/15,135,151.4285714,14
2023/1/16,140,149.5714286,5
2023/1/17,131,147.1428571,-9
2023/1/18,115,139.7142857,-16
2023/1/19,125,132.7142857,10
2023/1/20,112,125.5714286,-13
2023/1/21,121,125.5714286,9
2023/1/22,109,121.8571429,-12
2023/1/23,113,118,4
2023/1/24,125,117.1428571,12
2023/1/25,115,117.1428571,-10
2023/1/26,137,118.8571429,22
2023/1/27,120,120,-17
2023/1/28,121,120,1
2023/1/29,108,119.8571429,-13
2023/1/30,136,123.1428571,28
2023/1/31,127,123.4285714,-9
2023/2/1,144,127.5714286,17
2023/2/2,134,127.1428571,-10
2023/2/3,128,128.2857143,-6
2023/2/4,135,130.2857143,7
2023/2/5,127,133,-8
2023/2/6,118,130.4285714,-9
2023/2/7,121,129.5714286,3
2023/2/8,129,127.4285714,8
2023/2/9,116,124.8571429,-13
2023/2/10,132,125.4285714,16
2023/2/11,125,124,-7
2023/2/12,131,124.5714286,6
2023/2/13,81,119.2857143,-50
2023/2/14,86,114.2857143,5
2023/2/15,95,109.4285714,9
2023/2/16,107,108.1428571,12
2023/2/17,115,105.7142857,8
2023/2/18,103,102.5714286,-12
2023/2/19,106,99,3
2023/2/20,120,104.5714286,14
2023/2/21,128,110.5714286,8
2023/2/22,115,113.4285714,-13
2023/2/23,82,109.8571429,-33
2023/2/24,97,107.2857143,15
2023/2/25,113,108.7142857,16
2023/2/26,125,111.4285714,12
2023/2/27,112,110.2857143,-13
2023/2/28,96,105.7142857,-16
2023/3/1,89,102,-7
2023/3/2,79,101.5714286,-10
2023/3/3,96,101.4285714,17
2023/3/4,103,100,7
2023/3/5,115,98.57142857,12
2023/3/6,108,98,-7
2023/3/7,114,100.5714286,6
2023/3/8,111,103.7142857,-3
2023/3/9,133,111.4285714,22
2023/3/10,122,115.1428571,-11
2023/3/11,129,118.8571429,7
2023/3/12,137,122,8
2023/3/13,124,124.2857143,-13
2023/3/14,112,124,-12
2023/3/15,131,126.8571429,19
2023/3/16,145,128.5714286,14
2023/3/17,108,126.5714286,-37
2023/3/18,105,123.1428571,-3
2023/3/19,120,120.7142857,15
2023/3/20,114,119.2857143,-6
2023/3/21,131,122,17
2023/3/22,147,124.2857143,16
2023/3/23,135,122.8571429,-12
2023/3/24,113,123.5714286,-22
2023/3/25,122,126,9
2023/3/26,128,127.1428571,6
2023/3/27,127,129,-1
2023/3/28,133,129.2857143,6
2023/3/29,126,126.2857143,-7
2023/3/30,135,126.2857143,9
2023/3/31,123,127.7142857,-12
2023/4/1,127,128.4285714,4
2023/4/2,135,129.4285714,8
2023/4/3,110,127,-25
2023/4/4,128,126.2857143,18
2023/4/5,115,124.7142857,-13
2023/4/6,122,122.8571429,7
2023/4/7,134,124.4285714,12
2023/4/8,121,123.5714286,-13
2023/4/9,126,122.2857143,5
2023/4/10,114,122.8571429,-12
2023/4/11,121,121.8571429,7
2023/4/12,96,119.1428571,-25
2023/4/13,113,117.8571429,17
2023/4/14,105,113.7142857,-8
2023/4/15,95,110,-10
2023/4/16,102,106.5714286,7
2023/4/17,89,103,-13
2023/4/18,110,101.4285714,21
2023/4/19,98,101.7142857,-12
2023/4/20,105,100.5714286,7
2023/4/21,117,102.2857143,12
2023/4/22,124,106.4285714,7
2023/4/23,107,107.1428571,-17
2023/4/24,113,110.5714286,6
2023/4/25,106,110,-7
2023/4/26,91,109,-15
2023/4/27,102,108.5714286,11
2023/4/28,100,106.1428571,-2
2023/4/29,105,103.4285714,5
2023/4/30,96,101.8571429,-9
2023/5/1,106,100.8571429,10
2023/5/2,102,100.2857143,-4
2023/5/3,98,101.2857143,-4
2023/5/4,96,100.4285714,-2
2023/5/5,95,99.71428571,-1
2023/5/6,119,101.7142857,24
2023/5/7,105,103,-14
2023/5/8,121,105.1428571,16
2023/5/9,124,108.2857143,3
2023/5/10,121,111.5714286,-3
2023/5/11,110,113.5714286,-11
2023/5/12,124,117.7142857,14
2023/5/13,118,117.5714286,-6
2023/5/14,157,125,39
2023/5/15,141,127.8571429,-16
2023/5/16,155,132.2857143,14
2023/5/17,140,135,-15
2023/5/18,138,139,-2
2023/5/19,148,142.4285714,10
2023/5/20,107,140.8571429,-41
2023/5/21,113,134.5714286,6
2023/5/22,100,128.7142857,-13
2023/5/23,117,123.2857143,17
2023/5/24,122,120.7142857,5
2023/5/25,124,118.7142857,2
2023/5/26,107,112.8571429,-17
2023/5/27,102,112.1428571,-5
2023/5/28,105,111,3
2023/5/29,115,113.1428571,10
2023/5/30,125,114.2857143,10
2023/5/31,131,115.5714286,6
2023/6/1,140,117.8571429,9
2023/6/2,135,121.8571429,-5
2023/6/3,131,126,-4
2023/6/4,128,129.2857143,-3
2023/6/5,101,127.2857143,-27
2023/6/6,106,124.5714286,5
2023/6/7,99,120,-7
2023/6/8,108,115.4285714,9
2023/6/9,101,110.5714286,-7
2023/6/10,105,106.8571429,4
2023/6/11,112,104.5714286,7
2023/6/12,57,98.28571429,-55
2023/6/13,88,95.71428571,31
2023/6/14,90,94.42857143,2
2023/6/15,43,85.14285714,-47
2023/6/16,70,80.71428571,27
2023/6/17,71,75.85714286,1
2023/6/18,50,67,-21
2023/6/19,85,71,35
2023/6/20,40,64.14285714,-45
2023/6/21,54,59,14
2023/6/22,61,61.57142857,7
2023/6/23,97,65.42857143,36
2023/6/24,47,62,-50
2023/6/25,45,61.28571429,-2
2023/6/26,56,57.14285714,11
2023/6/27,75,62.14285714,19
2023/6/28,63,63.42857143,-12
2023/6/29,59,63.14285714,-4
2023/6/30,78,60.42857143,19
2023/7/1,81,65.28571429,3
2023/7/2,71,69,-10
2023/7/3,80,72.42857143,9
2023/7/4,85,73.85714286,5
2023/7/5,92,78,7
2023/7/6,59,78,-33
2023/7/7,66,76.28571429,7
2023/7/8,75,75.42857143,9
2023/7/9,58,73.57142857,-17
2023/7/10,83,74,25
2023/7/11,74,72.42857143,-9
2023/7/12,82,71,8
2023/7/13,75,73.28571429,-7
2023/7/14,68,73.57142857,-7
2023/7/15,71,73,3
2023/7/16,64,73.85714286,-7
2023/7/17,47,68.71428571,-17
2023/7/18,71,68.28571429,24
2023/7/19,63,65.57142857,-8
2023/7/20,73,65.28571429,10
2023/7/21,82,67.28571429,9
2023/7/22,68,66.85714286,-14
2023/7/23,73,68.14285714,5
2023/7/24,74,72,1
2023/7/25,79,73.14285714,5
2023/7/26,85,76.28571429,6
2023/7/27,89,78.57142857,4
2023/7/28,84,78.85714286,-5
2023/7/29,91,82.14285714,7
2023/7/30,108,87.14285714,17
2023/7/31,95,90.14285714,-13
2023/8/1,93,92.14285714,-2
2023/8/2,99,94.14285714,6
2023/8/3,101,95.85714286,2
2023/8/4,92,97,-9
2023/8/5,91,97,-1
2023/8/6,85,93.71428571,-6
2023/8/7,96,93.85714286,11
2023/8/8,96,94.28571429,0
2023/8/9,84,92.14285714,-12
2023/8/10,101,92.14285714,17
2023/8/11,105,94,4
2023/8/12,97,94.85714286,-8
2023/8/13,89,95.42857143,-8
2023/8/14,105,96.71428571,16
2023/8/15,102,97.57142857,-3
2023/8/16,85,97.71428571,-17
2023/8/17,83,95.14285714,-2
2023/8/18,82,91.85714286,-1
2023/8/19,95,91.57142857,13
2023/8/20,87,91.28571429,-8
2023/8/21,91,89.28571429,4
2023/8/22,86,87,-5
2023/8/23,93,88.14285714,7
2023/8/24,83,88.14285714,-10
2023/8/25,69,86.28571429,-14
2023/8/26,70,82.71428571,1
2023/8/27,82,82,12
2023/8/28,88,81.57142857,6
2023/8/29,77,80.28571429,-11
2023/8/30,89,79.71428571,12
2023/8/31,64,77,-25
2023/9/1,82,78.85714286,18
2023/9/2,71,79,-11
2023/9/3,101,81.71428571,30
2023/9/4,107,84.42857143,6
2023/9/5,94,86.85714286,-13
2023/9/6,86,86.42857143,-8
2023/9/7,105,92.28571429,19
2023/9/8,93,93.85714286,-12
2023/9/9,87,96.14285714,-6
2023/9/10,84,93.71428571,-3
2023/9/11,86,90.71428571,2
2023/9/12,73,87.71428571,-13
2023/9/13,63,84.42857143,-10
2023/9/14,68,79.14285714,5
2023/9/15,101,80.28571429,33
2023/9/16,75,78.57142857,-26
2023/9/17,76,77.42857143,1
2023/9/18,69,75,-7
2023/9/19,70,74.57142857,1
2023/9/20,81,77.14285714,11
2023/9/21,76,78.28571429,-5
2023/9/22,81,75.42857143,5
2023/9/23,86,77,5
2023/9/24,90,79,4
2023/9/25,70,79.14285714,-20
2023/9/26,81,80.71428571,11
2023/9/27,70,79.14285714,-11
2023/9/28,78,79.42857143,8
2023/9/29,85,80,7
2023/9/30,89,80.42857143,4
2023/10/1,85,79.71428571,-4
2023/10/2,80,81.14285714,-5
2023/10/3,85,81.71428571,5
2023/10/4,89,84.42857143,4
2023/10/5,84,85.28571429,-5
2023/10/6,97,87,13
2023/10/7,89,87,-8
2023/10/8,94,88.28571429,5
2023/10/9,87,89.28571429,-7
2023/10/10,113,93.28571429,26
2023/10/11,108,96,-5
2023/10/12,115,100.4285714,7
2023/10/13,98,100.5714286,-17
2023/10/14,103,102.5714286,5
2023/10/15,110,104.8571429,7
2023/10/16,120,109.5714286,10
2023/10/17,108,108.8571429,-12
2023/10/18,124,111.1428571,16
2023/10/19,119,111.7142857,-5
2023/10/20,116,114.2857143,-3
2023/10/21,120,116.7142857,4
2023/10/22,125,118.8571429,5
2023/10/23,108,117.1428571,-17
2023/10/24,115,118.1428571,7
2023/10/25,107,115.7142857,-8
2023/10/26,101,113.1428571,-6
2023/10/27,99,110.7142857,-2
2023/10/28,84,105.5714286,-15
2023/10/29,95,101.2857143,11
2023/10/30,101,100.2857143,6
2023/10/31,92,97,-9
2023/11/1,125,99.57142857,33
2023/11/2,114,101.4285714,-11
2023/11/3,108,102.7142857,-6
2023/11/4,106,105.8571429,-2
2023/11/5,110,108,4
2023/11/6,89,106.2857143,-21
2023/11/7,96,106.8571429,7
2023/11/8,112,105,16
2023/11/9,108,104.1428571,-4
2023/11/10,68,98.42857143,-40
2023/11/11,72,93.57142857,4
2023/11/12,89,90.57142857,17
2023/11/13,86,90.14285714,-3
2023/11/14,95,90,9
2023/11/15,103,88.71428571,8
2023/11/16,116,89.85714286,13
2023/11/17,105,95.14285714,-11
2023/11/18,78,96,-27
2023/11/19,62,92.14285714,-16
2023/11/20,81,91.42857143,19
2023/11/21,75,88.57142857,-6
2023/11/22,85,86,10
2023/11/23,91,82.42857143,6
2023/11/24,105,82.42857143,14
2023/11/25,98,85.28571429,-7
2023/11/26,102,91,4
2023/11/27,99,93.57142857,-3
2023/11/28,95,96.42857143,-4
2023/11/29,40,90,-55
2023/11/30,57,85.14285714,17
2023/12/1,78,81.28571429,21
2023/12/2,64,76.42857143,-14
2023/12/3,75,72.57142857,11
2023/12/4,84,70.42857143,9
2023/12/5,66,66.28571429,-18
2023/12/6,58,68.85714286,-8
2023/12/7,61,69.42857143,3
2023/12/8,33,63,-28
2023/12/9,56,61.85714286,23
2023/12/10,44,57.42857143,-12
2023/12/11,52,52.85714286,8
2023/12/12,48,50.28571429,-4
2023/12/13,46,48.57142857,-2
2023/12/14,62,48.71428571,16
2023/12/15,41,49.85714286,-21
2023/12/16,51,49.14285714,10
2023/12/17,56,50.85714286,5
2023/12/18,75,54.14285714,19
2023/12/19,43,53.42857143,-32
2023/12/20,49,53.85714286,6
2023/12/21,52,52.42857143,3
2023/12/22,44,52.85714286,-8
2023/12/23,45,52,1
2023/12/24,41,49.85714286,-4
2023/12/25,48,46,7
2023/12/26,52,47.28571429,4
2023/12/27,45,46.71428571,-7
2023/12/28,42,45.28571429,-3
2023/12/29,38,44.42857143,-4
2023/12/30,37,43.28571429,-1
2023/12/31,40,43.14285714,3
2024/1/1,38,41.71428571,-2
2024/1/2,40,40,2
2024/1/3,35,38.57142857,-5
2024/1/4,31,37,-4
2024/1/5,28,35.57142857,-3
2024/1/6,35,35.28571429,7
2024/1/7,38,35,3
2024/1/8,26,33.28571429,-12
2024/1/9,23,30.85714286,-3
2024/1/10,38,31.28571429,15
2024/1/11,45,33.28571429,7
2024/1/12,37,34.57142857,-8
2024/1/13,34,34.42857143,-3
2024/1/14,48,35.85714286,14
2024/1/15,45,38.57142857,-3
2024/1/16,41,41.14285714,-4
2024/1/17,48,42.57142857,7
2024/1/18,45,42.57142857,-3
2024/1/19,52,44.71428571,7
2024/1/20,47,46.57142857,-5
2024/1/21,51,47,4
2024/1/22,44,46.85714286,-7
2024/1/23,46,47.57142857,2
2024/1/24,48,47.57142857,2
2024/1/25,56,49.14285714,8
2024/1/26,50,48.85714286,-6
2024/1/27,45,48.57142857,-5
2024/1/28,51,48.57142857,6
2024/1/29,44,48.57142857,-7
2024/1/30,41,47.85714286,-3
2024/1/31,48,47.85714286,7
2024/2/1,43,46,-5
2024/2/2,39,44.42857143,-4
2024/2/3,41,43.85714286,2
2024/2/4,46,43.14285714,5
2024/2/5,42,42.85714286,-4
2024/2/6,45,43.42857143,3
2024/2/7,47,43.28571429,2
2024/2/8,42,43.14285714,-5
2024/2/9,45,44,3
2024/2/10,43,44.28571429,-2
2024/2/11,46,44.28571429,3
2024/2/12,45,44.71428571,-1
2024/2/13,48,45.14285714,3
2024/2/14,42,44.42857143,-6
2024/2/15,43,44.57142857,1
2024/2/16,63,47.14285714,20
2024/2/17,50,48.14285714,-13
2024/2/18,40,47.28571429,-10
2024/2/19,46,47.42857143,6
2024/2/20,43,46.71428571,-3
2024/2/21,56,48.71428571,13
2024/2/22,64,51.71428571,8
2024/2/23,60,51.28571429,-4
2024/2/24,74,54.71428571,14
2024/2/25,61,57.71428571,-13
2024/2/26,65,60.42857143,4
2024/2/27,58,62.57142857,-7
2024/2/28,67,64.14285714,9
2024/2/29,63,64,-4
2024/3/1,59,63.85714286,-4
2024/3/2,60,61.85714286,1
2024/3/3,59,61.57142857,-1
2024/3/4,77,63.28571429,18
2024/3/5,65,64.28571429,-12
2024/3/6,75,65.42857143,10
2024/3/7,80,67.85714286,5
2024/3/8,71,69.57142857,-9
2024/3/9,73,71.42857143,2
2024/3/10,68,72.71428571,-5
2024/3/11,75,72.42857143,7
2024/3/12,77,74.14285714,2
2024/3/13,78,74.57142857,1
2024/3/14,83,75,5
2024/3/15,88,77.42857143,5
2024/3/16,85,79.14285714,-3
2024/3/17,78,80.57142857,-7
2024/3/18,105,84.85714286,27
2024/3/19,95,87.42857143,-10
2024/3/20,89,89,-6
2024/3/21,114,93.42857143,25
2024/3/22,99,95,-15
2024/3/23,94,96.28571429,-5
2024/3/24,106,100.2857143,12
2024/3/25,108,100.7142857,2
2024/3/26,98,101.1428571,-10
2024/3/27,115,104.8571429,17
2024/3/28,108,104,-7
2024/3/29,102,104.4285714,-6
2024/3/30,117,107.7142857,15
2024/3/31,110,108.2857143,-7
2024/4/1,109,108.4285714,-1
2024/4/2,101,108.8571429,-8
2024/4/3,112,108.4285714,11
2024/4/4,98,107,-14
2024/4/5,95,106,-3
2024/4/6,129,107.7142857,34
2024/4/7,117,108.7142857,-12
2024/4/8,123,110.7142857,6
2024/4/9,152,118,29
2024/4/10,144,122.5714286,-8
2024/4/11,135,127.8571429,-9
2024/4/12,139,134.1428571,4
2024/4/13,132,134.5714286,-7
2024/4/14,125,135.7142857,-7
2024/4/15,130,136.7142857,5
2024/4/16,122,132.4285714,-8
2024/4/17,140,131.8571429,18
2024/4/18,136,132,-4
2024/4/19,142,132.4285714,6
2024/4/20,159,136.2857143,17
2024/4/21,140,138.4285714,-19
2024/4/22,128,138.1428571,-12
2024/4/23,131,139.4285714,3
2024/4/24,120,136.5714286,-11
2024/4/25,128,135.4285714,8
2024/4/26,147,136.1428571,19
2024/4/27,135,132.7142857,-12
2024/4/28,128,131,-7
2024/4/29,119,129.7142857,-9
2024/4/30,131,129.7142857,12
2024/5/1,140,132.5714286,9
2024/5/2,135,133.5714286,-5
2024/5/3,129,131,-6
2024/5/4,133,130.7142857,4
2024/5/5,135,131.7142857,2
2024/5/6,177,140,42
2024/5/7,159,144,-18
2024/5/8,143,144.4285714,-16
2024/5/9,135,144.4285714,-8
2024/5/10,126,144,-9
2024/5/11,130,143.5714286,4
2024/5/12,145,145,15
2024/5/13,112,135.7142857,-33
2024/5/14,124,130.7142857,12
2024/5/15,135,129.5714286,11
2024/5/16,121,127.5714286,-14
2024/5/17,130,128.1428571,9
2024/5/18,135,128.8571429,5
2024/5/19,129,126.5714286,-6
2024/5/20,136,130,7
2024/5/21,126,130.2857143,-10
2024/5/22,115,127.4285714,-11
2024/5/23,121,127.4285714,6
2024/5/24,128,127.1428571,7
2024/5/25,115,124.2857143,-13
2024/5/26,109,121.4285714,-6
2024/5/27,112,118,3
2024/5/28,120,117.1428571,8
2024/5/29,129,119.1428571,9
2024/5/30,125,119.7142857,-4
2024/5/31,131,120.1428571,6
