Date,CODMBR,Diff1,Hampel,STL,Wavelet-strong
2022/9/10,128,0,0,0,0
2022/9/11,119,0,0,0,0
2022/9/12,126,0,0,0,0
2022/9/13,118,0,0,0,0
2022/9/14,89,0,0,0,0
2022/9/15,70,0,0,0,0
2022/9/16,81,0,0,0,0
2022/9/17,92,0,0,0,0
2022/9/18,102,0,0,0,0
2022/9/19,94,0,0,0,0
2022/9/20,98,0,0,0,0
2022/9/21,82,0,0,0,0
2022/9/22,71,0,0,0,0
2022/9/23,75,0,0,0,0
2022/9/24,89,0,0,0,0
2022/9/25,97,0,0,0,0
2022/9/26,106,0,0,0,0
2022/9/27,131,0,0,0,0
2022/9/28,107,0,0,0,0
2022/9/29,159,1,1,1,0
2022/9/30,157,0,1,1,0
2022/10/1,162,0,1,1,0
2022/10/2,78,1,0,1,1
2022/10/3,95,0,0,0,0
2022/10/4,103,0,0,0,0
2022/10/5,83,0,0,0,0
2022/10/6,94,0,0,0,0
2022/10/7,102,0,0,0,0
2022/10/8,73,0,0,0,0
2022/10/9,94,0,0,0,0
2022/10/10,77,0,0,0,0
2022/10/11,85,0,0,0,0
2022/10/12,98,0,0,0,0
2022/10/13,84,0,0,0,0
2022/10/14,75,0,0,0,0
2022/10/15,121,0,0,1,0
2022/10/16,105,0,0,0,0
2022/10/17,89,0,0,0,0
2022/10/18,77,0,0,0,0
2022/10/19,95,0,0,0,0
2022/10/20,104,0,0,0,0
2022/10/21,108,0,0,0,0
2022/10/22,85,0,0,0,0
2022/10/23,70,0,0,0,0
2022/10/24,47,0,0,0,0
2022/10/25,69,0,0,0,0
2022/10/26,102,0,0,0,0
2022/10/27,97,0,0,0,0
2022/10/28,69,0,0,1,0
2022/10/29,77,0,0,0,0
2022/10/30,83,0,0,0,0
2022/10/31,71,0,0,0,0
2022/11/1,103,0,0,0,0
2022/11/2,97,0,0,0,0
2022/11/3,110,0,0,0,0
2022/11/4,116,0,0,0,0
2022/11/5,93,0,0,0,0
2022/11/6,89,0,0,0,0
2022/11/7,95,0,0,0,0
2022/11/8,96,0,0,0,0
2022/11/9,95,0,0,0,0
2022/11/10,103,0,0,0,0
2022/11/11,98,0,0,0,0
2022/11/12,106,0,0,0,0
2022/11/13,91,0,0,0,0
2022/11/14,77,0,0,0,0
2022/11/15,86,0,0,0,0
2022/11/16,82,0,0,0,0
2022/11/17,83,0,0,0,0
2022/11/18,91,0,0,0,0
2022/11/19,86,0,0,0,0
2022/11/20,93,0,0,0,0
2022/11/21,101,0,0,0,0
2022/11/22,89,0,0,0,0
2022/11/23,92,0,0,0,0
2022/11/24,107,0,0,0,0
2022/11/25,92,0,0,0,0
2022/11/26,95,0,0,0,0
2022/11/27,89,0,0,0,0
2022/11/28,106,0,0,0,0
2022/11/29,101,0,0,0,0
2022/11/30,98,0,0,0,0
2022/12/1,121,0,0,0,0
2022/12/2,124,0,0,0,0
2022/12/3,130,0,0,0,0
2022/12/4,121,0,0,0,0
2022/12/5,125,0,0,0,0
2022/12/6,132,0,0,0,0
2022/12/7,127,0,0,0,0
2022/12/8,132,0,0,0,0
2022/12/9,124,0,0,0,0
2022/12/10,147,1,0,0,0
2022/12/11,173,1,1,1,0
2022/12/12,154,0,0,0,0
2022/12/13,163,0,0,0,0
2022/12/14,156,0,0,0,0
2022/12/15,147,0,0,0,0
2022/12/16,135,0,0,0,0
2022/12/17,125,0,0,0,0
2022/12/18,131,0,0,0,0
2022/12/19,126,0,0,0,0
2022/12/20,122,0,0,0,0
2022/12/21,145,0,0,0,0
2022/12/22,132,0,0,0,0
2022/12/23,142,0,0,0,0
2022/12/24,123,0,0,0,0
2022/12/25,135,0,0,0,0
2022/12/26,123,0,0,0,0
2022/12/27,128,0,0,0,0
2022/12/28,138,0,0,0,0
2022/12/29,125,0,0,1,0
2022/12/30,163,0,0,0,0
2022/12/31,170,0,0,0,0
2023/1/1,176,0,0,0,0
2023/1/2,185,0,0,1,0
2023/1/3,199,0,0,1,0
2023/1/4,167,0,0,0,0
2023/1/5,181,0,0,0,0
2023/1/6,165,0,0,0,0
2023/1/7,157,0,0,0,0
2023/1/8,160,0,0,0,0
2023/1/9,153,0,0,0,0
2023/1/10,148,0,0,0,0
2023/1/11,167,0,0,0,0
2023/1/12,174,0,0,0,0
2023/1/13,162,0,0,0,0
2023/1/14,121,0,0,0,0
2023/1/15,135,0,0,0,0
2023/1/16,140,0,0,0,0
2023/1/17,131,0,0,0,0
2023/1/18,115,0,0,0,0
2023/1/19,125,0,0,0,0
2023/1/20,112,0,0,0,0
2023/1/21,121,0,0,0,0
2023/1/22,109,0,0,0,0
2023/1/23,113,0,0,0,0
2023/1/24,125,0,0,0,0
2023/1/25,115,0,0,0,0
2023/1/26,137,0,0,0,0
2023/1/27,120,0,0,0,0
2023/1/28,121,0,0,0,0
2023/1/29,108,0,0,0,0
2023/1/30,136,0,0,0,0
2023/1/31,127,0,0,0,0
2023/2/1,144,0,0,0,0
2023/2/2,134,0,0,0,0
2023/2/3,128,0,0,0,0
2023/2/4,135,0,0,0,0
2023/2/5,127,0,0,0,0
2023/2/6,118,0,0,0,0
2023/2/7,121,0,0,0,0
2023/2/8,129,0,0,0,0
2023/2/9,116,0,0,0,0
2023/2/10,132,0,0,0,0
2023/2/11,125,0,0,0,0
2023/2/12,131,0,0,0,0
2023/2/13,81,1,1,1,0
2023/2/14,86,0,0,0,0
2023/2/15,95,0,0,0,0
2023/2/16,107,0,0,0,0
2023/2/17,115,0,0,0,0
2023/2/18,103,0,0,0,0
2023/2/19,106,0,0,0,0
2023/2/20,120,0,0,0,0
2023/2/21,128,0,0,0,0
2023/2/22,115,0,0,0,0
2023/2/23,82,1,0,0,0
2023/2/24,97,0,0,0,0
2023/2/25,113,0,0,0,0
2023/2/26,125,0,0,0,0
2023/2/27,112,0,0,0,0
2023/2/28,96,0,0,0,0
2023/3/1,89,0,0,0,0
2023/3/2,79,0,0,0,0
2023/3/3,96,0,0,0,0
2023/3/4,103,0,0,0,0
2023/3/5,115,0,0,0,0
2023/3/6,108,0,0,0,0
2023/3/7,114,0,0,0,0
2023/3/8,111,0,0,0,0
2023/3/9,133,0,0,0,0
2023/3/10,122,0,0,0,0
2023/3/11,129,0,0,0,0
2023/3/12,137,0,0,0,0
2023/3/13,124,0,0,0,0
2023/3/14,112,0,0,0,0
2023/3/15,131,0,0,0,0
2023/3/16,145,0,0,0,1
2023/3/17,108,0,0,0,0
2023/3/18,105,0,0,0,0
2023/3/19,120,0,0,0,0
2023/3/20,114,0,0,0,0
2023/3/21,131,0,0,0,0
2023/3/22,147,0,0,0,0
2023/3/23,135,0,0,0,0
2023/3/24,113,0,0,0,0
2023/3/25,122,0,0,0,0
2023/3/26,128,0,0,0,0
2023/3/27,127,0,0,0,0
2023/3/28,133,0,0,0,0
2023/3/29,126,0,0,0,0
2023/3/30,135,0,0,0,0
2023/3/31,123,0,0,0,0
2023/4/1,127,0,0,0,0
2023/4/2,135,0,0,0,0
2023/4/3,110,0,0,0,0
2023/4/4,128,0,0,0,0
2023/4/5,115,0,0,0,0
2023/4/6,122,0,0,0,0
2023/4/7,134,0,0,0,0
2023/4/8,121,0,0,0,0
2023/4/9,126,0,0,0,0
2023/4/10,114,0,0,0,0
2023/4/11,121,0,0,0,0
2023/4/12,96,0,0,0,0
2023/4/13,113,0,0,0,0
2023/4/14,105,0,0,0,0
2023/4/15,95,0,0,0,0
2023/4/16,102,0,0,0,0
2023/4/17,89,0,0,0,0
2023/4/18,110,0,0,0,0
2023/4/19,98,0,0,0,0
2023/4/20,105,0,0,0,0
2023/4/21,117,0,0,0,0
2023/4/22,124,0,0,0,0
2023/4/23,107,0,0,0,0
2023/4/24,113,0,0,0,0
2023/4/25,106,0,0,0,0
2023/4/26,91,0,0,0,0
2023/4/27,102,0,0,0,0
2023/4/28,100,0,0,0,0
2023/4/29,105,0,0,0,0
2023/4/30,96,0,0,0,0
2023/5/1,106,0,0,0,0
2023/5/2,102,0,0,0,0
2023/5/3,98,0,0,0,0
2023/5/4,96,0,0,0,0
2023/5/5,95,0,0,0,0
2023/5/6,119,0,0,0,0
2023/5/7,105,0,0,0,0
2023/5/8,121,0,0,0,0
2023/5/9,124,0,0,0,0
2023/5/10,121,0,0,0,0
2023/5/11,110,0,0,0,0
2023/5/12,124,0,0,0,0
2023/5/13,118,0,0,0,0
2023/5/14,157,1,0,1,1
2023/5/15,141,0,0,0,0
2023/5/16,155,0,0,0,0
2023/5/17,140,0,0,0,0
2023/5/18,138,0,0,0,0
2023/5/19,148,0,0,0,0
2023/5/20,107,1,0,0,0
2023/5/21,113,0,0,0,0
2023/5/22,100,0,0,0,0
2023/5/23,117,0,0,0,0
2023/5/24,122,0,0,0,0
2023/5/25,124,0,0,0,0
2023/5/26,107,0,0,0,0
2023/5/27,102,0,0,0,0
2023/5/28,105,0,0,0,0
2023/5/29,115,0,0,0,0
2023/5/30,125,0,0,0,0
2023/5/31,131,0,0,0,0
2023/6/1,140,0,0,0,0
2023/6/2,135,0,0,0,0
2023/6/3,131,0,0,0,0
2023/6/4,128,0,0,0,0
2023/6/5,101,0,0,0,0
2023/6/6,106,0,0,0,0
2023/6/7,99,0,0,0,0
2023/6/8,108,0,0,0,0
2023/6/9,101,0,0,0,0
2023/6/10,105,0,0,0,0
2023/6/11,112,0,0,0,0
2023/6/12,57,1,0,0,0
2023/6/13,88,0,0,0,0
2023/6/14,90,0,0,0,0
2023/6/15,43,1,0,1,0
2023/6/16,70,0,0,0,0
2023/6/17,71,0,0,0,0
2023/6/18,50,0,0,0,0
2023/6/19,85,0,0,1,0
2023/6/20,40,0,0,0,0
2023/6/21,54,0,0,0,0
2023/6/22,61,0,0,0,0
2023/6/23,97,0,0,1,0
2023/6/24,47,1,0,0,0
2023/6/25,45,0,0,0,0
2023/6/26,56,0,0,0,0
2023/6/27,75,0,0,0,0
2023/6/28,63,0,0,0,0
2023/6/29,59,0,0,0,0
2023/6/30,78,0,0,0,0
2023/7/1,81,0,0,0,0
2023/7/2,71,0,0,0,0
2023/7/3,80,0,0,0,0
2023/7/4,85,0,0,0,0
2023/7/5,92,0,0,0,0
2023/7/6,59,0,0,0,0
2023/7/7,66,0,0,0,0
2023/7/8,75,0,0,0,0
2023/7/9,58,0,0,0,0
2023/7/10,83,0,0,0,0
2023/7/11,74,0,0,0,0
2023/7/12,82,0,0,0,0
2023/7/13,75,0,0,0,0
2023/7/14,68,0,0,0,0
2023/7/15,71,0,0,0,0
2023/7/16,64,0,0,0,0
2023/7/17,47,0,1,1,0
2023/7/18,71,0,0,0,0
2023/7/19,63,0,0,0,0
2023/7/20,73,0,0,0,0
2023/7/21,82,0,0,0,0
2023/7/22,68,0,0,0,0
2023/7/23,73,0,0,0,0
2023/7/24,74,0,0,0,0
2023/7/25,79,0,0,0,0
2023/7/26,85,0,0,0,0
2023/7/27,89,0,0,0,0
2023/7/28,84,0,0,0,0
2023/7/29,91,0,0,0,0
2023/7/30,108,0,0,1,0
2023/7/31,95,0,0,0,0
2023/8/1,93,0,0,0,0
2023/8/2,99,0,0,0,0
2023/8/3,101,0,0,0,0
2023/8/4,92,0,0,0,0
2023/8/5,91,0,0,0,0
2023/8/6,85,0,0,0,0
2023/8/7,96,0,0,0,0
2023/8/8,96,0,0,0,0
2023/8/9,84,0,0,0,0
2023/8/10,101,0,0,0,0
2023/8/11,105,0,0,0,0
2023/8/12,97,0,0,0,0
2023/8/13,89,0,0,0,0
2023/8/14,105,0,0,0,0
2023/8/15,102,0,0,0,0
2023/8/16,85,0,0,0,0
2023/8/17,83,0,0,0,0
2023/8/18,82,0,0,0,0
2023/8/19,95,0,0,0,0
2023/8/20,87,0,0,0,0
2023/8/21,91,0,0,0,0
2023/8/22,86,0,0,0,0
2023/8/23,93,0,0,0,0
2023/8/24,83,0,0,0,0
2023/8/25,69,0,0,0,0
2023/8/26,70,0,0,0,0
2023/8/27,82,0,0,0,0
2023/8/28,88,0,0,0,0
2023/8/29,77,0,0,0,0
2023/8/30,89,0,0,0,0
2023/8/31,64,0,0,0,0
2023/9/1,82,0,0,0,0
2023/9/2,71,0,0,0,0
2023/9/3,101,0,0,0,0
2023/9/4,107,0,0,0,0
2023/9/5,94,0,0,0,0
2023/9/6,86,0,0,0,0
2023/9/7,105,0,0,1,0
2023/9/8,93,0,0,0,0
2023/9/9,87,0,0,0,0
2023/9/10,84,0,0,0,0
2023/9/11,86,0,0,0,0
2023/9/12,73,0,0,0,0
2023/9/13,63,0,0,0,0
2023/9/14,68,0,0,0,0
2023/9/15,101,1,0,1,1
2023/9/16,75,0,0,0,0
2023/9/17,76,0,0,0,0
2023/9/18,69,0,0,0,0
2023/9/19,70,0,0,0,0
2023/9/20,81,0,0,0,0
2023/9/21,76,0,0,0,0
2023/9/22,81,0,0,0,0
2023/9/23,86,0,0,0,0
2023/9/24,90,0,0,0,0
2023/9/25,70,0,0,0,0
2023/9/26,81,0,0,0,0
2023/9/27,70,0,0,0,0
2023/9/28,78,0,0,0,0
2023/9/29,85,0,0,0,0
2023/9/30,89,0,0,0,0
2023/10/1,85,0,0,0,0
2023/10/2,80,0,0,0,0
2023/10/3,85,0,0,0,0
2023/10/4,89,0,0,0,0
2023/10/5,84,0,0,0,0
2023/10/6,97,0,0,0,0
2023/10/7,89,0,0,0,0
2023/10/8,94,0,0,0,0
2023/10/9,87,0,0,0,0
2023/10/10,113,0,0,0,0
2023/10/11,108,0,0,0,0
2023/10/12,115,0,0,0,0
2023/10/13,98,0,0,0,0
2023/10/14,103,0,0,0,0
2023/10/15,110,0,0,0,0
2023/10/16,120,0,0,0,0
2023/10/17,108,0,0,0,0
2023/10/18,124,0,0,0,0
2023/10/19,119,0,0,0,0
2023/10/20,116,0,0,0,0
2023/10/21,120,0,0,0,0
2023/10/22,125,0,0,0,0
2023/10/23,108,0,0,0,0
2023/10/24,115,0,0,0,0
2023/10/25,107,0,0,0,0
2023/10/26,101,0,0,0,0
2023/10/27,99,0,0,0,0
2023/10/28,84,0,0,0,0
2023/10/29,95,0,0,0,0
2023/10/30,101,0,0,0,0
2023/10/31,92,0,0,0,0
2023/11/1,125,1,0,0,0
2023/11/2,114,0,0,0,0
2023/11/3,108,0,0,0,0
2023/11/4,106,0,0,0,0
2023/11/5,110,0,0,0,0
2023/11/6,89,0,0,0,0
2023/11/7,96,0,0,0,0
2023/11/8,112,0,0,0,0
2023/11/9,108,0,0,0,0
2023/11/10,68,1,0,1,0
2023/11/11,72,0,0,0,0
2023/11/12,89,0,0,0,0
2023/11/13,86,0,0,0,0
2023/11/14,95,0,0,0,0
2023/11/15,103,0,0,0,0
2023/11/16,116,0,0,0,0
2023/11/17,105,0,0,0,0
2023/11/18,78,0,0,0,0
2023/11/19,62,0,0,1,0
2023/11/20,81,0,0,0,0
2023/11/21,75,0,0,0,0
2023/11/22,85,0,0,0,0
2023/11/23,91,0,0,0,0
2023/11/24,105,0,0,0,0
2023/11/25,98,0,0,0,0
2023/11/26,102,0,0,0,0
2023/11/27,99,0,0,0,0
2023/11/28,95,0,0,0,0
2023/11/29,40,1,1,1,0
2023/11/30,57,0,0,1,0
2023/12/1,78,0,0,0,0
2023/12/2,64,0,0,0,0
2023/12/3,75,0,0,0,0
2023/12/4,84,0,0,0,0
2023/12/5,66,0,0,0,0
2023/12/6,58,0,0,0,0
2023/12/7,61,0,0,0,0
2023/12/8,33,0,0,0,0
2023/12/9,56,0,0,0,0
2023/12/10,44,0,0,0,0
2023/12/11,52,0,0,0,0
2023/12/12,48,0,0,0,0
2023/12/13,46,0,0,0,0
2023/12/14,62,0,0,0,0
2023/12/15,41,0,0,0,0
2023/12/16,51,0,0,0,0
2023/12/17,56,0,0,0,0
2023/12/18,75,0,1,1,1
2023/12/19,43,1,0,0,0
2023/12/20,49,0,0,0,0
2023/12/21,52,0,0,0,0
2023/12/22,44,0,0,0,0
2023/12/23,45,0,0,0,0
2023/12/24,41,0,0,0,0
2023/12/25,48,0,0,0,0
2023/12/26,52,0,0,0,0
2023/12/27,45,0,0,0,0
2023/12/28,42,0,0,0,0
2023/12/29,38,0,0,0,0
2023/12/30,37,0,0,0,0
2023/12/31,40,0,0,0,0
2024/1/1,38,0,0,0,0
2024/1/2,40,0,0,0,0
2024/1/3,35,0,0,0,0
2024/1/4,31,0,0,0,0
2024/1/5,28,0,0,0,0
2024/1/6,35,0,0,0,0
2024/1/7,38,0,0,0,0
2024/1/8,26,0,0,0,0
2024/1/9,23,0,1,0,0
2024/1/10,38,0,0,0,0
2024/1/11,45,0,0,0,0
2024/1/12,37,0,0,0,0
2024/1/13,34,0,0,0,0
2024/1/14,48,0,0,0,0
2024/1/15,45,0,0,0,0
2024/1/16,41,0,0,0,0
2024/1/17,48,0,0,0,0
2024/1/18,45,0,0,0,0
2024/1/19,52,0,0,0,0
2024/1/20,47,0,0,0,0
2024/1/21,51,0,0,0,0
2024/1/22,44,0,0,0,0
2024/1/23,46,0,0,0,0
2024/1/24,48,0,0,0,0
2024/1/25,56,0,0,0,0
2024/1/26,50,0,0,0,0
2024/1/27,45,0,0,0,0
2024/1/28,51,0,0,0,0
2024/1/29,44,0,0,0,0
2024/1/30,41,0,0,0,0
2024/1/31,48,0,0,0,0
2024/2/1,43,0,0,0,0
2024/2/2,39,0,0,0,0
2024/2/3,41,0,0,0,0
2024/2/4,46,0,0,0,0
2024/2/5,42,0,0,0,0
2024/2/6,45,0,0,0,0
2024/2/7,47,0,0,0,0
2024/2/8,42,0,0,0,0
2024/2/9,45,0,0,0,0
2024/2/10,43,0,0,0,0
2024/2/11,46,0,0,0,0
2024/2/12,45,0,0,0,0
2024/2/13,48,0,0,0,0
2024/2/14,42,0,0,0,0
2024/2/15,43,0,0,0,0
2024/2/16,63,1,1,1,1
2024/2/17,50,0,0,0,0
2024/2/18,40,0,0,0,0
2024/2/19,46,0,0,0,0
2024/2/20,43,0,1,0,0
2024/2/21,56,0,0,0,0
2024/2/22,64,0,0,0,0
2024/2/23,60,0,0,0,0
2024/2/24,74,0,1,0,0
2024/2/25,61,0,0,0,0
2024/2/26,65,0,0,0,0
2024/2/27,58,0,0,0,0
2024/2/28,67,0,0,0,0
2024/2/29,63,0,0,0,0
2024/3/1,59,0,0,0,0
2024/3/2,60,0,0,0,0
2024/3/3,59,0,0,0,0
2024/3/4,77,0,0,0,0
2024/3/5,65,0,0,0,0
2024/3/6,75,0,0,0,0
2024/3/7,80,0,0,0,0
2024/3/8,71,0,0,0,0
2024/3/9,73,0,0,0,0
2024/3/10,68,0,0,0,0
2024/3/11,75,0,0,0,0
2024/3/12,77,0,0,0,0
2024/3/13,78,0,0,0,0
2024/3/14,83,0,0,0,0
2024/3/15,88,0,0,0,0
2024/3/16,85,0,0,0,0
2024/3/17,78,0,0,0,0
2024/3/18,105,1,1,0,0
2024/3/19,95,0,0,0,0
2024/3/20,89,0,0,0,0
2024/3/21,114,0,1,0,0
2024/3/22,99,0,0,0,0
2024/3/23,94,0,0,0,0
2024/3/24,106,0,0,0,0
2024/3/25,108,0,0,0,0
2024/3/26,98,0,0,0,0
2024/3/27,115,0,0,0,0
2024/3/28,108,0,0,0,0
2024/3/29,102,0,0,0,0
2024/3/30,117,0,0,0,0
2024/3/31,110,0,0,0,0
2024/4/1,109,0,0,0,0
2024/4/2,101,0,0,0,0
2024/4/3,112,0,0,0,0
2024/4/4,98,0,0,0,0
2024/4/5,95,0,0,0,0
2024/4/6,129,1,0,0,0
2024/4/7,117,0,0,0,0
2024/4/8,123,0,0,0,0
2024/4/9,152,0,0,1,0
2024/4/10,144,0,0,0,0
2024/4/11,135,0,0,0,0
2024/4/12,139,0,0,0,0
2024/4/13,132,0,0,0,0
2024/4/14,125,0,0,0,0
2024/4/15,130,0,0,0,0
2024/4/16,122,0,0,0,0
2024/4/17,140,0,0,0,0
2024/4/18,136,0,0,0,0
2024/4/19,142,0,0,0,0
2024/4/20,159,0,1,0,0
2024/4/21,140,0,0,0,0
2024/4/22,128,0,0,0,0
2024/4/23,131,0,0,0,0
2024/4/24,120,0,0,1,0
2024/4/25,128,0,0,0,0
2024/4/26,147,0,0,0,0
2024/4/27,135,0,0,0,0
2024/4/28,128,0,0,0,0
2024/4/29,119,0,0,0,0
2024/4/30,131,0,0,0,0
2024/5/1,140,0,0,0,0
2024/5/2,135,0,0,0,0
2024/5/3,129,0,0,0,0
2024/5/4,133,0,0,0,0
2024/5/5,135,0,0,0,0
2024/5/6,177,1,1,1,0
2024/5/7,159,0,0,1,0
2024/5/8,143,0,0,0,0
2024/5/9,135,0,0,0,0
2024/5/10,126,0,0,0,0
2024/5/11,130,0,0,0,0
2024/5/12,145,0,0,0,0
2024/5/13,112,0,0,0,0
2024/5/14,124,0,0,0,0
2024/5/15,135,0,0,0,0
2024/5/16,121,0,0,0,0
2024/5/17,130,0,0,0,0
2024/5/18,135,0,0,0,0
2024/5/19,129,0,0,0,0
2024/5/20,136,0,0,1,0
2024/5/21,126,0,0,0,0
2024/5/22,115,0,0,0,0
2024/5/23,121,0,0,0,0
2024/5/24,128,0,0,0,0
2024/5/25,115,0,0,0,0
2024/5/26,109,0,0,0,0
2024/5/27,112,0,0,0,0
2024/5/28,120,0,0,0,0
2024/5/29,129,0,0,0,0
2024/5/30,125,0,0,0,0
2024/5/31,131,0,0,0,0
