NH3NO_raw,DO_raw,interaction_shap_value
2.5,4.2,-0.004111832
2.4,8.57,-0.0071580946
2.1,5.1,-0.0035419716
2.8,11.06,0.016514748
1.6,10.8,0.019306019
2.8,2.4,-0.0033615232
7.2,4.4,-0.0017735446
7.6,8.87,0.023304425
3.0,6.2,-0.0028424244
3.4,8.3,-0.0057357596
11.3,7.8,0.04922343
3.9,6.5,0.00039176643
5.0,7.9,0.016531447
7.8,2.2,-0.00069947913
3.5,8.4,-0.005332889
2.9,1.9,-0.0046262294
1.6,8.5,-0.0065469914
4.21,1.0,-0.0006855801
1.7,11.1,0.01863258
3.2,8.8,-0.005354615
4.4,7.6,0.00010341592
4.8,7.9,0.008080918
2.0,9.5,0.01959987
3.2,6.3,-0.0023220144
7.8,2.2,-0.026147826
3.5,2.7,-0.0011516102
7.6,0.0,0.0009237565
4.3,7.5,0.0005337
3.5,6.8,-0.0038640995
3.9,6.1,-5.554594e-05
2.2,5.2,-0.003528202
2.4,6.3,-0.0071035083
2.8,3.3,-0.000919763
3.5,7.8,-0.0048831664
2.2,11.54,0.018942378
2.1,6.2,-0.0043769022
2.3,4.4,-0.004573755
4.3,8.57,-8.409284e-05
2.5,5.7,-0.0031185579
1.6,10.1,0.019054532
2.4,7.3,-0.0029922202
2.9,10.19,0.018456526
5.3,8.93,-0.0568732
2.9,8.0,-0.0033120103
3.5,7.1,-0.004175324
6.3,5.3,0.005867869
6.4,4.9,0.006234475
3.3,0.8,-0.0023179688
5.7,9.4,-0.077173635
4.6,8.6,0.0048201755
5.1,8.1,0.015595518
4.3,9.8,-0.0073805824
5.6,2.0,0.03102545
10.6,2.8,-0.1029081
3.4,3.1,-5.1273033e-05
3.1,8.7,-0.004689241
2.5,2.2,-0.006042734
3.8,9.36,-0.007755704
3.5,0.0,-0.022740647
4.4,9.7,-0.0021226183
7.9,3.2,-0.0037715621
3.4,5.6,-0.003204499
3.9,6.3,0.0007208027
3.6,2.5,-9.198859e-05
6.3,10.47,-0.06936018
7.51,3.2,0.00019297376
6.3,8.0,0.0051188464
7.2,9.6,-0.0015535206
2.4,6.6,-0.0066785836
5.3,5.7,0.01704266
2.1,11.76,0.016943723
4.7,3.3,0.0044651777
1.6,11.1,0.01879241
2.6,4.8,-0.0038191979
5.4,2.8,0.008308845
3.8,4.2,0.0025275722
3.7,6.9,-0.004596163
7.2,5.5,-0.018185867
3.4,10.34,0.012095764
4.1,7.9,-0.0001397187
3.2,9.2,0.012533143
1.9,9.6,0.01863259
2.6,8.44,-0.0065355795
5.5,6.0,0.0076042325
7.3,3.0,-0.0019790195
2.8,5.2,-0.00076563284
3.5,6.0,-0.005223859
5.1,1.18,0.017925847
4.2,7.1,2.4333596e-05
7.8,5.4,-0.024055684
4.3,2.2,0.001824921
5.3,5.5,0.0057862587
3.8,4.2,0.0029870532
5.4,7.3,0.017110191
5.4,0.0,0.024949156
2.9,4.0,-0.0046220683
2.1,6.7,-0.0060302485
2.3,4.7,-0.0025304211
1.4,8.3,-0.0068522138
4.1,7.9,0.0009505134
2.6,9.07,0.01466655
2.6,2.0,-0.0050747246
4.7,2.9,0.004720133
4.1,9.36,-0.0076182187
7.7,5.7,0.0020664916
3.1,5.7,-0.0045504207
4.2,4.7,0.0026464472
4.5,9.6,-0.008309685
3.1,9.6,0.01219726
3.2,8.3,-0.004313698
3.2,9.68,0.0121001005
3.2,2.9,-0.0025935695
1.5,8.4,-0.00654699
2.7,7.1,-0.0053857435
7.3,5.8,0.004442498
3.5,6.3,-0.0017160475
8.7,3.3,-0.0075059496
2.0,5.2,-0.002766796
5.7,8.0,0.0067449985
2.6,3.5,-0.002663536
5.9,9.5,-0.069351636
2.8,10.45,0.019054525
1.7,11.2,0.01912447
1.5,9.8,0.019124478
1.7,5.1,-0.0032467656
7.3,3.5,-0.0030943751
4.6,7.6,0.004206443
4.6,1.98,0.0077910665
3.2,11.64,0.010684475
5.9,5.0,0.0065406635
3.4,2.5,-0.0014300793
1.9,7.0,-0.0051957406
4.3,1.82,0.0020156503
2.4,10.5,0.018396955
4.6,5.7,0.0060141077
1.8,8.7,-0.007330613
2.2,4.4,-0.0022348678
3.2,2.9,-0.0025034714
7.1,5.5,0.007846069
4.4,6.2,-0.00045308936
2.9,5.5,-0.0061385958
4.8,0.87,0.0107882805
2.1,7.9,-0.006966701
3.4,7.4,-0.0029738732
1.4,10.5,0.019306023
6.7,0.0,0.01461935
7.4,5.8,0.0029665064
5.1,3.5,0.008176254
3.3,8.7,-0.0032713963
2.2,10.95,0.018928505
3.0,8.3,-0.005344255
3.1,6.8,-0.004345405
2.3,7.88,-0.006444445
7.1,4.0,0.006720042
3.6,3.2,-0.0024853833
8.8,7.5,0.013867259
2.2,9.29,0.018942382
3.1,8.9,0.008691309
5.6,5.0,0.0070744352
4.2,5.9,-0.00086855236
5.5,6.2,0.006864582
3.4,6.3,-0.0020705312
4.2,6.6,0.0009134831
2.1,7.4,-0.006295979
2.5,8.83,-0.007217383
3.4,11.66,0.012929648
2.2,6.3,-0.0056213103
3.1,3.5,-0.0035186876
2.9,0.4,-0.00327304
2.3,7.3,-0.0059396597
3.5,6.6,-0.0053713396
3.6,0.6,-0.0016499832
8.5,2.1,-0.0009557642
3.3,11.62,0.012710653
4.8,8.9,-0.029831126
3.7,6.2,-0.0038239076
7.2,5.6,0.004331231
2.8,2.9,-0.0033831839
3.2,10.74,0.012094796
3.5,3.1,-0.0026070774
3.8,9.2,-0.007661313
5.1,8.91,-0.056126982
3.0,5.0,-0.001871041
2.4,5.3,-0.002435795
8.3,0.8,-0.0009343922
4.0,9.36,-0.008016348
7.3,3.6,-0.0035101473
2.1,2.3,-0.00026368722
4.5,4.2,0.0009874124
2.7,4.6,-0.0019621681
3.9,0.9,0.003187865
3.9,6.2,0.0011211801
7.1,1.9,0.0104949325
2.6,8.44,-0.0070598414
6.4,7.0,-0.003945611
8.2,7.7,0.0027587079
3.7,7.9,-0.0046586506
1.5,9.9,0.01846692
2.0,5.9,-0.005777876
4.5,10.64,-0.008318186
3.2,4.0,-0.002360072
2.4,4.2,-0.0024179444
1.5,10.4,0.019306041
5.3,8.96,-0.057337508
6.5,9.23,-0.050313607
2.5,6.0,-0.0057882573
7.5,2.8,-0.0016006809
2.6,3.9,-0.0036325492
4.2,8.76,-0.00014366023
5.6,5.8,0.010590609
10.6,1.7,-0.04134019
1.9,11.2,0.018540941
1.5,11.2,0.018792406
5.3,6.1,0.01649198
4.6,4.9,0.0067088027
4.7,5.5,0.0048713395
5.1,8.77,0.020759959
5.3,9.48,-0.053211667
2.3,11.5,0.018540915
2.2,6.4,-0.006549778
5.3,4.1,0.007413363
2.0,8.7,-0.0075820973
3.5,9.0,0.006882515
3.9,3.9,0.0018455144
5.3,3.8,0.0068291575
1.8,4.9,-0.0033769803
2.1,11.13,0.019180015
4.4,6.4,-0.0007898044
7.6,1.0,-0.0011799559
3.7,5.4,-0.00072755676
1.5,3.4,-0.00306095
2.9,2.5,-0.0036557335
4.6,0.0,0.013465166
5.4,7.5,0.015155554
3.5,4.7,-0.0017727967
3.4,9.25,0.012121819
3.8,7.4,0.0005776733
3.3,7.7,-0.0039288225
4.5,6.3,-0.00025084522
6.6,9.75,-0.03851571
3.5,3.8,-0.0003871154
3.2,2.8,-0.00081982836
5.0,9.18,-0.053395014
4.2,6.3,5.3409487e-05
4.2,6.7,0.00048001483
4.3,12.65,-0.0034565106
2.1,5.0,-0.002362166
3.5,1.4,-0.0033317395
3.5,9.1,0.008658765
2.8,2.0,-0.004945291
5.1,10.38,-0.053211667
7.7,6.7,-0.018693153
3.4,6.6,-0.005283083
5.2,5.5,0.01246583
6.3,4.3,0.0066954694
8.5,10.4,0.04091893
2.1,6.4,-0.006547952
8.6,0.4,-0.011642704
5.0,1.5,0.0071204826
4.6,4.2,0.0068906005
2.8,7.0,-0.006107997
3.8,0.8,0.0012578443
1.7,10.8,0.018632572
3.1,10.4,0.012095749
5.6,4.4,0.01286763
3.7,4.2,-0.0031289887
1.5,4.9,-0.0037492672
5.6,8.8,0.007760735
4.5,4.8,0.0018661283
5.2,2.5,0.01575383
3.0,4.6,-0.002001645
1.5,8.0,-0.00629198
3.7,2.7,-0.00059761666
1.8,4.9,-0.0058384957
5.9,4.1,0.015261831
4.2,5.76,0.00058616605
4.5,7.2,-0.00086416956
3.5,3.5,-0.0039065704
3.7,4.0,-0.0025768187
2.7,8.3,-0.0075820955
3.6,5.3,-0.003230596
2.6,5.0,-0.005746728
2.3,5.5,-0.002457887
2.0,10.8,0.01953641
3.1,1.7,-0.0025527403
6.0,5.3,0.0061996607
2.7,3.4,-0.002315469
4.7,7.1,0.005013222
2.9,2.5,-0.002810724
2.6,6.8,-0.005687629
1.8,7.2,-0.0062713744
8.0,5.6,0.001888653
2.2,11.06,0.018685587
2.8,4.7,-0.0024590213
5.6,3.8,0.00833701
3.6,9.26,0.012044821
2.7,5.8,-0.0059544933
6.1,8.0,0.010053748
2.9,8.25,-0.0061010383
1.8,3.0,5.0000846e-05
2.5,10.7,0.018542212
3.4,6.4,-0.0053305784
2.5,8.65,-0.006535579
4.6,8.71,0.0049456162
2.7,6.4,-0.005687625
2.3,5.5,-0.0029411744
3.9,4.5,8.2785264e-05
5.5,5.9,0.0077150934
3.5,9.03,0.007889848
5.0,8.25,0.017391857
3.2,3.7,-0.003111923
3.4,5.6,-0.0038790824
3.6,6.8,-0.0038448907
4.2,3.6,0.0009785471
2.3,1.3,-0.0029423535
4.5,8.6,-0.00037634
2.8,7.5,-0.0061756615
3.2,4.6,-0.0008910969
3.8,7.2,0.00078094844
4.3,9.47,-0.007491499
3.4,2.2,-0.0028227754
1.9,6.1,-0.0052259015
5.5,9.0,-0.0573375
8.2,0.8,-0.024010928
4.5,8.58,0.00035789236
5.6,6.7,0.015455635
3.3,11.52,0.0123747885
3.8,6.7,-0.00010599755
6.6,0.0,0.019018061
2.5,7.8,-0.0031900406
2.7,5.3,-0.0010171179
2.0,3.9,-0.0027422197
2.4,8.47,-0.007059842
2.4,6.3,-0.002831716
3.6,4.5,-0.002537596
2.1,8.9,0.013954158
4.1,10.1,-0.008165725
4.5,4.9,0.0009333696
3.3,10.18,0.0121129565
3.0,9.22,0.012380693
1.6,5.2,-0.004447487
3.0,7.23,-0.0048278347
7.8,6.3,-0.0037971605
2.3,8.78,-0.0073696473
2.6,7.0,-0.0066764075
2.5,11.7,0.01853206
5.5,8.41,0.020558242
3.2,7.3,-0.004732847
4.9,5.49,0.01805034
5.7,4.4,0.017093249
3.2,4.9,-0.0019011219
5.8,4.2,0.016785141
3.0,8.6,-0.0050740186
3.1,0.0,-0.02274065
4.2,9.37,-0.0080418885
2.8,7.8,-0.0058781384
3.4,3.4,-0.004123492
2.5,4.5,-0.0029102906
2.6,12.18,0.016613789
3.0,4.0,-0.0015644687
2.5,11.0,0.019306023
3.9,3.3,0.003838038
4.1,8.85,-0.009300373
5.6,1.0,0.022844851
6.3,1.7,0.030257657
4.2,8.84,2.9662624e-07
1.8,11.1,0.018540915
5.6,4.8,0.008061962
1.9,2.5,-0.00058435276
5.4,9.4,-0.020607822
2.3,9.21,0.01933603
3.0,6.8,-0.0024388507
2.4,11.89,0.01679533
1.8,11.2,0.018632565
3.2,10.64,0.0127952695
4.3,6.0,-0.0016087033
7.1,4.7,-0.0053332327
4.5,7.47,0.0010344461
4.5,7.3,0.0008738227
6.8,2.5,0.0014252607
3.2,2.2,-0.0012062676
5.0,6.6,0.016323788
3.5,7.5,-0.0047214925
4.2,10.76,-0.008242667
2.8,7.8,-0.006035378
2.7,9.59,0.019314937
2.4,6.0,-0.0055624703
6.5,0.9,0.01698254
3.2,9.37,0.012100093
3.8,7.5,-0.00050495076
3.8,7.12,0.00092609227
2.2,2.7,0.00043605268
4.9,4.6,0.013532862
8.2,6.3,0.00049682334
4.9,9.02,-0.059465747
3.1,11.41,0.012710638
3.6,3.0,-0.00020692684
2.5,6.3,-0.0063664503
5.8,5.8,0.010581754
2.2,7.12,-0.006448446
3.3,8.1,-0.0043164697
7.4,5.2,-0.006442785
5.3,6.4,0.0067804754
3.9,2.3,0.0058483183
2.3,11.21,0.018942386
1.7,5.9,-0.0052259024
6.2,5.9,0.0048783068
6.1,9.09,-0.039169382
1.8,4.0,-0.0015671924
8.1,10.5,0.041146245
5.6,7.4,0.01472562
4.2,4.8,0.001162203
13.2,5.2,0.025467385
2.8,1.8,-0.005711898
5.9,8.8,0.014081011
3.3,6.5,-0.0025532842
3.1,8.1,-0.0043528825
5.6,7.2,0.0063240975
3.2,5.6,-0.0021275654
6.2,9.69,-0.06920129
5.5,8.3,0.007801486
6.0,6.2,0.0051579317
2.8,4.9,-0.005919424
3.1,6.0,-0.0020705257
3.2,2.0,-0.0026212856
2.7,4.3,-0.0018784516
2.3,11.6,0.016916186
3.2,11.52,0.010684453
2.8,12.0,0.018350497
7.4,6.5,-0.001465125
2.9,9.41,0.019284934
3.2,1.6,-0.0031803437
2.7,7.5,-0.0032083523
5.8,5.2,0.016509093
3.9,4.1,0.0017637648
5.6,2.8,0.009582579
1.9,2.9,-0.002131734
2.4,8.86,0.011454821
5.1,7.2,0.016535826
3.1,10.7,0.013046756
4.2,7.7,0.0003819391
4.7,1.05,0.0069185495
2.0,5.6,-0.0050046477
2.6,10.7,0.018632572
4.5,5.4,0.0013013873
3.3,10.77,0.012533143
2.6,6.9,-0.005396897
2.9,12.81,0.018821523
4.1,6.6,-0.0005347505
6.5,10.36,-0.046852536
5.3,3.0,0.015408499
3.1,6.5,-0.0035213716
2.9,7.4,-0.0064962953
5.6,8.9,-0.0449847
4.0,5.9,0.0012335125
3.2,7.3,-0.00551085
2.3,6.8,-0.005966142
4.4,3.0,0.001926465
9.8,8.8,0.04092841
3.1,10.71,0.012533136
2.6,10.04,0.01827526
4.3,5.6,0.0005478142
2.3,8.86,0.0124561135
7.1,3.1,0.0015731603
3.5,9.58,0.012281649
4.3,9.34,-0.008501597
2.1,6.02,-0.0059633926
2.3,2.67,-0.002457926
2.9,0.0,-0.012332801
2.8,6.0,-0.005416633
6.8,3.5,-0.0040139463
8.6,1.1,-0.00985536
1.7,6.1,-0.0052958326
8.7,1.9,-0.014035679
1.1,10.3,0.01881415
3.8,8.0,0.0013068374
3.1,8.5,-0.005003797
2.4,4.8,-0.003726238
4.8,8.1,0.008781312
3.8,4.6,0.0022971947
3.1,7.3,-0.0045112
14.0,9.0,0.034432314
2.9,10.67,0.019006561
5.8,6.36,0.014963113
4.8,5.6,0.0023924215
5.9,6.2,0.0049613267
4.5,3.5,0.001678735
7.3,3.3,-0.0064830696
4.5,8.4,-0.00019446388
2.0,7.2,-0.0070189093
6.5,5.8,0.017956661
3.2,6.7,-0.004823381
5.6,8.8,0.020633578
3.0,5.7,-0.0020705312
6.2,4.8,0.0062261014
2.7,1.2,-0.0053617842
4.1,7.2,-0.0002905589
4.7,8.1,0.0011908761
2.8,5.7,-0.005788259
2.9,7.39,-0.0059607346
4.8,7.7,0.008306563
4.9,8.7,0.018125964
5.4,5.2,0.017162608
3.9,3.6,0.0021863785
4.9,6.8,0.01783043
3.0,7.0,-0.004813808
1.2,6.8,-0.0064775404
6.2,3.7,0.0074064396
3.1,4.2,-0.0027718302
4.6,8.6,8.554384e-05
3.1,4.1,-0.0016357023
3.5,6.6,-0.004411163
4.6,6.5,0.006182285
2.3,3.7,-0.005673507
3.7,6.6,-0.0045175077
3.2,4.3,-0.0012281109
3.1,4.6,-0.0014210525
5.1,8.0,0.017236838
3.6,3.2,0.0010114312
7.0,6.4,0.010180298
3.2,3.8,-0.0004366897
6.4,7.0,0.004954962
3.8,6.7,-0.0016125689
3.5,4.8,-0.0005584522
6.3,5.5,0.0047830194
18.7,3.4,-0.025587704
2.6,10.5,0.018500477
2.7,8.5,-0.0068777585
2.5,6.3,-0.0052259024
2.5,11.9,0.018205047
3.0,9.7,0.012197271
2.7,4.0,-0.003538922
6.2,5.9,0.0051466543
3.5,5.9,-0.0022556596
3.6,8.0,-0.0049987677
4.2,7.5,0.00087382086
4.8,5.6,0.001632713
6.5,7.9,0.0054544164
2.1,2.7,0.0003868416
2.9,5.2,-0.005528
2.7,7.0,-0.0028194524
2.4,5.1,-0.0055188276
3.6,9.0,0.008322891
2.6,7.6,-0.0058821393
7.4,3.2,-0.003099423
3.5,6.8,-0.003530548
2.6,5.6,-0.0029830188
6.7,6.9,0.009903654
3.8,7.3,0.0004233569
3.0,10.76,0.012100123
7.2,4.8,-0.010263287
7.3,9.55,-0.00054858625
3.1,1.9,-0.0025229305
3.2,6.1,-0.0031400695
3.3,0.0,-0.011015594
3.2,3.0,0.00090149045
3.8,4.7,0.00037220353
2.4,8.5,-0.006546988
5.7,9.1,-0.018560074
6.5,0.1,0.024136439
3.3,11.8,0.012226388
2.5,11.1,0.019124474
5.1,3.9,0.017496724
3.5,8.87,0.008787192
8.8,1.1,-0.042353854
7.1,8.5,0.0071808873
3.1,8.5,-0.00561141
1.5,9.8,0.01863259
3.0,7.0,-0.0025532842
3.5,4.3,-0.0019618021
4.5,8.0,0.00071295165
3.1,5.1,-0.0009806904
5.5,0.67,0.018121514
2.8,9.88,0.019390427
3.4,9.38,0.012774322
5.1,9.19,-0.053463124
7.1,6.8,-0.014030672
3.5,10.09,0.011936922
3.1,7.2,-0.004481093
6.7,3.3,-0.0013262681
3.6,9.57,0.0121001005
3.8,8.0,-4.106015e-05
1.8,3.7,-0.0016412772
3.7,4.0,-0.00095543265
5.45,4.1,0.013315858
3.6,6.0,-0.003862651
6.2,8.3,0.006622808
3.5,7.6,-0.0053305775
4.2,2.8,0.0012302138
3.2,1.1,-0.0030666925
3.1,5.4,-0.0018526763
2.6,6.1,-0.005416635
2.3,11.58,0.018969923
2.8,12.1,0.018350497
1.8,10.24,0.01908452
4.0,2.0,0.0026730131
3.7,7.2,-0.004988687
7.5,4.1,-0.0038043652
2.4,7.66,-0.006210815
1.7,7.2,-0.0064863963
4.5,5.9,0.0010252157
1.7,0.2,-0.0025057346
5.5,8.0,0.017053433
1.8,1.1,-0.0047742985
3.3,12.02,0.012217537
4.3,5.9,0.00020860555
3.7,9.3,0.012795284
4.8,4.3,0.0045932597
3.4,5.0,-0.0027074711
5.4,8.8,0.020915834
3.4,5.7,-0.0019675903
2.9,5.1,-0.002649217
4.6,8.8,0.0049891854
7.2,2.9,0.002146558
3.0,8.1,-0.0040860716
6.7,7.0,0.0028270837
5.2,1.6,0.018872984
1.5,4.5,-0.004820267
6.7,7.8,0.0035314658
2.9,4.7,-0.005489875
4.0,7.69,0.0006748419
2.2,11.92,0.0189699
7.1,1.0,0.014497735
2.7,0.0,-0.024585105
5.8,8.0,0.014546627
5.7,4.4,0.007507031
4.3,7.1,-6.015855e-05
1.7,11.0,0.01846689
3.9,10.84,-0.008016348
7.3,5.2,-0.006274179
3.0,10.64,0.012747303
4.32,0.6,0.00021640211
4.0,6.2,0.0007576477
6.2,4.0,0.008058244
5.8,4.7,0.005776773
4.2,10.0,-0.008250095
1.6,10.6,0.018968444
2.4,11.1,0.019306015
3.2,8.0,-0.0051505323
4.3,7.0,-1.6950071e-07
4.5,4.95,0.0019017896
1.7,10.2,0.018814132
